,catid,surfacedensity,surfacedensity_err,completenesscorrection,areacorrection,surfacedensityflag,surfacedensity_m19,surfacedensity_err_m19,completenesscorrection_m19,areacorrection_m19,surfacedensityflag_m19
303,594364,0.326,0.0605,1.0,1.0,0,0.326,0.0605,1.0,1.0,0
304,79738,0.004,0.0807,1.0,1.7812963,1,0.004,0.0807,1.0,1.7812963,1
305,592466,0.064,nan,1.0,1.0,4,0.064,nan,1.0,1.0,4
306,509727,1.423,0.1236,1.0,1.0,0,1.423,0.1236,1.0,1.0,0
307,49204,2.114,8.0172,1.0,1.056644,1,2.114,8.0172,1.0,1.056644,1
308,611051,1.765,0.3122,1.0,1.0,0,1.019,0.1987,1.0,1.0,0
309,372074,0.124,0.0235,1.0,1.0,0,0.123,0.0095,1.0,1.0,0
310,376584,1.552,1.8059,1.0,1.0,0,1.552,1.8059,1.0,1.0,0
311,176969,0.23,0.0231,1.0,1.1950424,1,0.23,0.0534,1.0,1.1950424,1
312,463637,1.612,0.8597,1.0,1.0,0,1.612,0.8597,1.0,1.0,0
313,203011,0.312,0.056,1.0,1.0,0,0.216,0.0387,1.0,1.0,0
314,583508,0.58,0.1033,1.0,1.0,0,0.58,0.1169,1.0,1.0,0
315,485376,0.399,0.0526,1.0,1.4155265,1,0.399,0.0526,1.0,1.4155265,1
316,375402,0.659,4.5832,1.0,1.9689974,1,0.104,0.0145,1.0,1.9879094,1
317,323013,1.76,0.203,1.0,1.0,0,1.76,0.203,1.0,1.0,0
318,485823,0.278,0.0388,1.0,1.7391073,1,0.199,0.0231,1.0,1.7767047,1
319,69375,0.187,0.0606,1.0,1.7168943,1,0.187,0.0606,1.0,1.7168943,1
320,517167,1.103,0.5366,1.0400416,1.0,0,0.972,0.1808,1.0400416,1.0,0
321,609912,0.383,0.4591,1.0,1.0,0,0.383,0.4591,1.0,1.0,0
322,85423,3.664,0.6303,1.0,1.0,0,2.528,0.8513,1.0,1.0,0
323,49730,1.877,0.9519,1.0,1.0,0,1.041,0.4609,1.0,1.0,0
324,383211,0.443,0.8098,1.0,1.0,0,0.443,0.8098,1.0,1.0,0
325,251110,0.325,0.0458,1.0,1.0,0,0.309,0.1271,1.0,1.0,0
326,396709,0.832,0.1501,1.0,1.0,0,0.832,0.1501,1.0,1.0,0
327,376644,1.357,0.2323,1.0,1.0,0,1.357,0.2323,1.0,1.0,0
328,346143,0.48,0.0721,1.0,1.0,0,0.087,0.0173,1.0,1.1889666,1
329,238080,7.843,3.1353,1.0,1.0,0,2.458,0.4348,1.0,1.0,0
330,55684,0.472,0.0705,1.0666667,1.0,0,0.297,0.075,1.0666667,1.0,0
331,386267,1.698,0.0644,1.115449,1.0,0,1.698,0.0644,1.115449,1.0,0
332,85807,0.076,0.0138,1.0,1.0,0,0.076,0.0138,1.0,1.0,0
333,137789,7.981,1.7161,1.0,1.0,0,2.505,3.7672,1.0,1.0,0
334,278812,5.992,0.8656,1.0714668,1.0,0,5.992,0.8656,1.0714668,1.0,0
335,559061,0.381,0.0298,1.0,1.0,0,0.381,0.0406,1.0,1.0,0
336,492390,5.438,0.6342,1.0833063,1.0,0,5.438,0.6342,1.0833063,1.0,0
337,7913,0.247,0.0849,1.0,1.0,0,0.247,0.0849,1.0,1.0,0
338,144480,2.347,0.4079,1.0,1.0,0,1.507,0.3296,1.0,1.0,0
339,209856,2.06,0.3135,1.0,1.0,0,1.574,0.074,1.0,1.0,0
340,47500,0.728,0.0741,1.0,1.0,0,0.728,0.0741,1.0,1.0,0
341,93760,0.231,0.0462,1.0,1.0,0,0.231,0.0491,1.0,1.0,0
342,559495,0.057,0.0107,1.0588733,1.0,0,0.033,0.012,1.0588733,1.0,0
343,568326,0.807,0.1272,1.0,1.0,0,0.807,0.1272,1.0,1.0,0
344,91458,0.087,0.0161,1.0400416,1.3926901,1,0.073,0.0137,1.0400416,1.4326674,1
345,513071,0.295,0.047,1.0624734,1.0,0,0.256,0.0434,1.0624734,1.0,0
346,493501,0.895,0.2142,1.0370218,1.0,0,0.895,0.2142,1.0370218,1.0,0
347,289217,19.572,7.334,1.0768899,1.1668485,1,11.877,1.3064,1.0768899,1.2962657,1
348,64090,0.079,0.0343,1.0,1.0,0,0.079,0.0343,1.0,1.0,0
349,209793,0.81,0.3333,1.0,1.0,0,0.81,0.3333,1.0,1.0,0
350,41354,0.123,0.126,1.0,1.6119113,1,0.028,0.0529,1.0,1.8029673,1
351,216155,1.046,0.0942,1.0,1.0,0,1.046,0.0942,1.0,1.0,0
352,372541,0.094,0.0098,1.0,1.0113722,1,0.087,0.0166,1.0,1.0232558,1
353,376701,20.138,16.828,1.0714668,1.0,0,20.138,16.828,1.0714668,1.0,0
354,299058,0.616,0.1087,1.0666667,1.1959988,1,0.61,0.1099,1.0666667,1.198514,1
355,516812,0.468,0.1906,1.0416667,1.5219468,1,0.468,0.1906,1.0416667,1.5219468,1
356,509726,1.522,0.1281,1.0,1.0,0,1.273,0.0773,1.0,1.0,0
357,47765,0.674,0.0941,1.0714668,1.0,0,0.674,0.0941,1.0714668,1.0,0
358,63349,0.433,0.0863,1.0,1.3782864,1,0.433,0.0864,1.0,1.378181,1
359,422501,1.428,0.2608,1.0,1.0,0,1.428,0.2608,1.0,1.0,0
360,620034,1.877,0.3253,1.0741138,1.0,0,1.855,0.3294,1.0741138,1.0,0
361,138657,2.489,nan,1.0435146,1.0,4,2.489,nan,1.0435146,1.0,4
362,228573,2.014,9.057,1.0,1.0,0,1.318,0.2598,1.0,1.0,0
363,239601,0.08,0.0113,1.0,1.0,0,0.064,0.0128,1.0,1.0,0
364,593955,0.841,0.3816,1.0357327,1.0,0,0.841,0.3816,1.0357327,1.0,0
365,63389,0.823,0.1446,1.0,1.0,0,0.823,0.1446,1.0,1.0,0
366,63779,0.625,0.1211,1.0,1.0,0,0.625,0.1211,1.0,1.0,0
367,214245,0.64,0.2971,1.0,1.4592826,1,0.086,0.0082,1.0,1.7776749,1
368,77713,6.314,2.2059,1.0,1.0,0,6.314,2.2059,1.0,1.0,0
369,546043,0.591,0.0946,1.0714668,1.0169892,1,0.523,0.113,1.0714668,1.0373542,1
370,569709,3.583,11.5859,1.0,1.0035795,1,3.583,11.5859,1.0,1.0035795,1
371,573776,0.336,0.0606,1.0,1.0,0,0.33,0.0617,1.0,1.0,0
372,493727,0.739,0.0457,1.0,1.0,0,0.739,0.0457,1.0,1.0,0
373,198710,1.937,0.185,1.0357327,1.0,0,1.937,0.185,1.0357327,1.0,0
374,551350,0.091,0.0056,1.0400416,1.267368,1,0.091,0.0056,1.0400416,1.267368,1
375,278826,4.009,7.154,1.0,1.0,0,4.009,7.154,1.0,1.0,0
376,99037,2.031,0.4197,1.0,1.0,0,2.031,0.4197,1.0,1.0,0
377,509178,0.192,0.0383,1.0,1.5123811,1,0.174,0.0333,1.0,1.531322,1
378,593916,0.075,0.0284,1.0,1.0,0,0.075,0.0284,1.0,1.0,0
379,558996,0.026,0.0046,1.0,1.002032,1,0.026,0.0046,1.0,1.002032,1
380,228191,0.3,0.0078,1.0435146,1.0,0,0.3,0.0078,1.0435146,1.0,0
381,422721,1.921,0.3292,1.0357327,1.0363548,1,1.921,0.3292,1.0357327,1.0363548,1
382,92579,0.164,0.0286,1.0475593,1.0,0,0.164,0.0286,1.0475593,1.0,0
383,30784,0.78,0.1527,1.0,1.0,0,0.78,0.1525,1.0,1.0,0
384,93822,30.43,3.1093,1.0,1.0,0,30.43,3.1093,1.0,1.0,0
385,560946,0.482,0.083,1.0588733,1.0,0,0.349,0.0401,1.0588733,1.0,0
386,513236,1.025,4.223,1.0,1.0,0,1.025,4.223,1.0,1.0,0
387,619387,0.785,0.1401,1.0,1.0,0,0.785,0.1401,1.0,1.0,0
388,227449,0.088,0.0157,1.0,1.0,0,0.082,0.0164,1.0,1.0,0
389,622858,0.072,0.0174,1.0,1.0,0,0.045,0.0123,1.0,1.0,0
390,622592,1.461,0.3648,1.0,1.0,0,0.913,0.3305,1.0,1.0,0
391,505357,0.379,0.1266,1.0,1.6721708,1,0.379,0.1266,1.0,1.6721708,1
392,298789,0.127,0.026,1.0454783,1.0,0,0.127,0.026,1.0454783,1.0,0
393,575097,0.715,0.0403,1.0475593,1.0,0,0.715,0.0403,1.0475593,1.0,0
394,65401,9.087,1.8734,1.0,1.0,0,9.087,1.8734,1.0,1.0,0
395,537187,0.346,0.1733,1.0,1.0,0,0.284,0.0178,1.0,1.0,0
396,486681,0.114,0.0162,1.0,1.7661624,1,0.104,0.0176,1.0,1.7759528,1
397,138066,0.179,0.0699,1.0666667,1.0,0,0.164,0.0303,1.0666667,1.0,0
398,209204,0.48,0.083,1.0,1.0,0,0.367,0.0551,1.0,1.0,0
399,320745,0.24,0.0337,1.0,1.0,0,0.24,0.0337,1.0,1.0,0
400,511708,0.596,0.0397,1.0,1.6028312,1,0.463,0.0923,1.0,1.6442556,1
401,70131,0.166,0.0474,1.049979,1.0,0,0.166,0.0474,1.049979,1.0,0
402,460664,0.577,0.1066,1.0666667,1.5122892,1,0.577,0.1002,1.0666667,1.5122892,1
403,594536,0.067,0.0107,1.0555204,1.0,0,0.067,0.0107,1.0555204,1.0,0
404,301098,1.21,nan,1.0344471,1.0,2,1.21,nan,1.0344471,1.0,2
405,78528,1.004,0.096,1.1332729,1.0,0,0.919,0.1023,1.1332729,1.0,0
406,85416,3.804,1.013,1.0,1.0,0,1.972,1.0713,1.0,1.0,0
407,622063,0.081,0.2486,1.0,1.0,0,0.081,0.2486,1.0,1.0,0
408,522261,0.021,0.0031,1.0384216,1.9926326,1,0.021,0.0031,1.0384216,1.9926326,1
409,23386,0.172,0.0304,1.0,1.0,0,0.172,0.0304,1.0,1.0,0
410,16430,3.513,0.8812,1.0714668,1.0,0,2.141,0.9812,1.0714668,1.0,0
411,422301,2.588,0.5461,1.0,1.0,0,2.421,0.9776,1.0,1.0,0
412,210379,2.884,0.4562,1.0454783,1.0,0,2.884,0.4562,1.0454783,1.0,0
413,422464,2.38,0.545,1.0588733,1.0044993,1,1.502,1.329,1.0588733,1.0851767,1
414,93832,38.227,30.2489,1.0952903,1.0,0,38.227,30.2489,1.0952903,1.0,0
415,594731,0.248,0.0256,1.0,1.0,0,0.197,0.0299,1.0,1.0,0
416,36894,1.231,0.2288,1.0,1.0758818,1,1.146,0.1615,1.0,1.09198,1
417,487027,0.771,0.1466,1.0,1.4068279,1,0.691,0.232,1.0,1.4326006,1
418,184415,13.234,3.7144,1.0,1.0,0,7.933,5.3929,1.0,1.0,0
419,297705,1.476,0.6538,1.0,1.0,0,1.476,0.6538,1.0,1.0,0
420,419632,0.396,0.0271,1.0,1.786812,1,0.333,0.0648,1.0,1.8025931,1
421,425677,0.398,0.0786,1.0,1.7089379,1,0.377,0.0765,1.0,1.7160711,1
422,623722,3.626,6.0182,1.0,1.0,0,3.626,6.0182,1.0,1.0,0
423,417568,3.385,0.5876,1.0624734,1.0,0,3.385,0.5876,1.0624734,1.0,0
424,521719,0.788,0.498,1.0370218,1.7680762,1,0.226,0.3897,1.0370218,1.8713183,1
425,545116,0.369,6.6652,1.0,1.0,0,0.366,6.6674,1.0,1.0,0
426,71117,1.41,1.1504,1.0714668,1.0,0,1.049,0.151,1.0714668,1.0,0
427,517256,0.225,0.0367,1.0,1.2021995,1,0.112,0.0156,1.0,1.3780639,1
428,377892,0.131,0.045,1.0,1.0,0,0.131,0.045,1.0,1.0,0
429,136626,22.97,6.3066,1.0,1.0,0,20.538,2.3769,1.0,1.0,0
430,77304,1.924,0.3389,1.0,1.0,0,1.885,0.3465,1.0,1.0,0
431,208781,0.076,0.0138,1.0,1.318847,1,0.075,0.014,1.0,1.3225266,1
432,79601,1.828,0.3078,1.0,1.0,0,1.358,0.1002,1.0,1.0,0
433,585422,0.106,0.0211,1.0,1.0,0,0.106,0.0211,1.0,1.0,0
434,508094,0.713,0.0283,1.0,1.0,0,0.713,0.0283,1.0,1.0,0
435,372228,0.008,0.0103,1.0,1.0015968,1,0.008,0.0103,1.0,1.0015968,1
436,202309,0.083,0.0337,1.0,1.8682848,1,0.083,0.0337,1.0,1.8682848,1
437,302683,1.031,0.5798,1.0,1.0,0,1.031,0.5798,1.0,1.0,0
438,550677,0.08,0.0592,1.0,1.1300102,1,0.075,0.0125,1.0,1.144741,1
439,601208,0.606,0.3102,1.0,1.0,0,0.606,0.3102,1.0,1.0,0
440,622846,0.014,0.0021,1.0,1.0,0,0.014,0.0021,1.0,1.0,0
441,460830,0.128,0.0208,1.0,1.8801159,1,0.089,0.013,1.0,1.8988291,1
442,47836,0.198,0.0382,1.0344471,1.011362,1,0.171,0.0201,1.0344471,1.0339087,1
443,297835,1.351,0.248,1.0588733,1.0,0,1.075,0.0059,1.0588733,1.0,0
444,618139,29.717,4.4749,1.0,1.0,0,22.134,9.0827,1.0,1.0,0
445,185401,2.221,0.4161,1.0,1.0,0,1.947,0.7311,1.0,1.0,0
446,570033,0.347,0.0557,1.0,1.0,0,0.347,0.0557,1.0,1.0,0
447,64893,4.201,2.4905,1.0,1.0,0,4.201,2.4905,1.0,1.0,0
448,610617,0.462,0.0173,1.0,1.0,0,0.462,0.0173,1.0,1.0,0
449,536626,0.588,0.3022,1.0,1.0,0,0.238,0.2322,1.0,1.0,0
450,214265,16.387,2.6696,1.049979,1.0,0,16.387,2.6696,1.049979,1.0,0
451,618921,nan,nan,nan,nan,9,0.027,0.0089,1.1538018,1.0,0
452,573620,5.343,4.3059,1.0357327,1.0,0,5.343,4.3059,1.0357327,1.0,0
453,370986,0.849,0.1107,1.0,1.0,0,0.849,0.1107,1.0,1.0,0
454,319500,6.214,1.3648,1.0714668,1.0,0,5.189,1.6203,1.0714668,1.0,0
455,485922,11.472,1.9951,1.0,1.0,0,11.472,1.9951,1.0,1.0,0
456,492447,0.172,0.0299,1.0400416,1.0,0,0.172,0.0299,1.0400416,1.0,0
457,238085,2.183,nan,1.0,1.0,2,0.102,nan,1.0,1.0,4
458,381159,17.199,1.8904,1.0714668,1.0,0,14.256,0.5304,1.0714668,1.0,0
459,511456,1.348,0.4455,1.0454783,1.0,0,1.348,0.4455,1.0454783,1.0,0
460,567624,1.046,0.1474,1.0,1.0,0,1.046,0.1474,1.0,1.0,0
461,559953,0.698,0.0894,1.0833063,1.0,0,0.501,0.053,1.0833063,1.0,0
462,593010,1.63,0.3009,1.0,1.0,0,1.63,0.3009,1.0,1.0,0
463,371750,0.239,0.2152,1.0312468,1.0,0,0.09,0.0134,1.0312468,1.0,0
464,143573,0.125,0.0241,1.0,1.0,0,0.125,0.0241,1.0,1.0,0
465,62393,1.105,0.1278,1.0,1.0,0,1.105,0.1278,1.0,1.0,0
466,321344,0.293,0.0426,1.0,1.0,0,0.293,0.0475,1.0,1.0,0
467,99464,4.304,0.7448,1.0,1.0,0,2.543,0.1704,1.0,1.0,0
468,32236,0.177,0.0297,1.0,1.0,0,0.177,0.0297,1.0,1.0,0
469,106065,0.933,0.3847,1.1538018,1.0,0,0.672,0.139,1.1538018,1.0,0
470,347096,0.158,0.0275,1.0357327,1.0025953,1,0.153,0.0227,1.0357327,1.0054371,1
471,508682,1.58,nan,1.0,1.0,4,1.58,nan,1.0,1.0,4
472,106045,0.294,0.1442,1.1538018,1.0,0,0.294,0.1442,1.1538018,1.0,0
473,278134,0.307,0.0581,1.0333781,1.0,0,0.307,0.0581,1.0333781,1.0,0
474,144567,0.492,0.1422,1.0,1.0,0,0.292,0.1021,1.0,1.0,0
475,41232,0.093,0.0144,1.0666667,1.0580412,1,0.061,0.0107,1.0666667,1.155264,1
476,16534,16.781,3.2033,1.0,1.0,0,12.224,2.1901,1.0,1.0,0
477,492628,1.288,0.1956,1.0526316,1.0,0,1.288,0.1956,1.0526316,1.0,0
478,62939,0.139,0.1081,1.0454783,1.0,0,0.139,0.1081,1.0454783,1.0,0
479,376015,0.358,0.0649,1.0,1.0,0,0.244,0.0422,1.0,1.0,0
480,492408,14.979,1.5053,1.0,1.0,0,14.979,1.5053,1.0,1.0,0
481,48118,2.198,0.2618,1.0,1.0,0,2.198,0.2618,1.0,1.0,0
482,251137,0.343,0.9775,1.0,1.0,0,0.343,0.9775,1.0,1.0,0
483,24433,3.558,2.7964,1.0,1.0241841,1,0.306,3.4988,1.0,1.5834665,1
484,210964,0.38,0.0334,1.0,1.4515036,1,0.289,0.0453,1.0,1.5103368,1
485,278760,4.51,1.5305,1.0,1.0,0,1.973,1.6356,1.0,1.0,0
486,592917,0.2,0.0365,1.0370218,1.0,0,0.196,0.0344,1.0370218,1.0,0
487,567676,2.196,0.5355,1.0714668,1.0,0,2.196,0.5355,1.0714668,1.0,0
488,574502,0.392,0.161,1.0,1.0,0,0.192,0.1521,1.0,1.0018468,1
489,105770,1.457,0.8589,1.0416667,1.0,0,1.457,0.8589,1.0416667,1.0,0
490,30377,0.316,0.122,1.0,1.0815289,1,0.238,0.2,1.0,1.1491696,1
491,511921,0.734,0.2498,1.0400416,1.0,0,0.734,0.2498,1.0400416,1.0,0
492,486205,0.061,0.0147,1.0,1.5223937,1,0.061,0.0147,1.0,1.5223937,1
493,619775,0.165,0.0275,1.0,1.0,0,0.161,0.0284,1.0,1.0,0
494,567573,5.11,0.9261,1.0526316,1.0,0,5.11,0.9261,1.0526316,1.0,0
495,144239,1.848,0.3632,1.0,1.0,0,1.848,0.3437,1.0,1.0,0
496,138094,7.003,24.7674,1.0666667,1.0,0,0.533,0.0858,1.0666667,1.0,0
497,278999,0.873,0.3511,1.0714668,1.0,0,0.873,0.4068,1.0714668,1.0,0
498,600978,5.134,0.3562,1.049979,1.0,0,5.134,0.3562,1.049979,1.0,0
499,383283,2.539,0.0582,1.0,1.4853951,1,2.539,0.0582,1.0,1.4853951,1
500,600562,nan,nan,nan,nan,9,0.015,0.0022,1.0,1.0,0
501,204732,0.634,0.1224,1.0344471,1.0,0,0.634,0.1224,1.0344471,1.0,0
502,382768,0.17,0.0339,1.0,1.5051085,1,0.107,0.0661,1.0,1.5936106,1
503,543769,2.456,0.3839,1.0370218,1.0,0,2.138,0.2529,1.0370218,1.0,0
504,592209,1.578,1.8808,1.0,1.0,0,0.999,2.4602,1.0,1.0,0
505,91627,4.529,0.4606,1.1538018,1.0,0,4.529,0.4606,1.1538018,1.0,0
506,537476,0.272,0.3054,1.0,1.3776551,1,0.199,0.032,1.0,1.4491693,1
507,299022,1.02,0.2332,1.0,1.0,0,1.02,0.2332,1.0,1.0,0
508,49755,1.247,0.9502,1.0,1.0,0,0.386,0.0671,1.0,1.0,0
509,375909,0.309,0.0519,1.0,1.0,0,0.309,0.0519,1.0,1.0,0
510,618106,0.218,0.0313,1.0370218,1.0,0,0.218,0.0313,1.0370218,1.0,0
511,278843,0.748,0.1015,1.1249859,1.0,0,0.718,0.1509,1.1249859,1.0,0
512,100162,1.833,1.364,1.0384216,1.3653988,1,1.833,1.364,1.0384216,1.3653988,1
513,184289,20.783,6.5293,1.0,1.0,0,16.401,10.9114,1.0,1.0,0
514,422683,6.178,1.1621,1.0,1.0,0,6.178,1.1621,1.0,1.0,0
515,48143,2.026,0.3867,1.0,1.0,0,1.997,0.654,1.0,1.0,0
516,289429,1.43,0.2838,1.0,1.6068194,1,1.43,0.2838,1.0,1.6068194,1
517,23148,2.002,0.3715,1.0,1.0,0,2.002,0.3715,1.0,1.0,0
518,302986,0.209,0.0411,1.1176931,1.0,0,0.209,0.0411,1.1176931,1.0,0
519,543528,0.059,0.0411,1.0,1.5657456,1,0.059,0.0118,1.0,1.5664779,1
520,319272,1.314,0.17,1.0,1.0,0,1.237,0.5765,1.0,1.0,0
521,107799,0.984,0.1882,1.0,1.0,0,0.984,0.1882,1.0,1.0,0
522,53772,0.046,0.0132,1.0,1.0875229,1,0.046,0.0132,1.0,1.0875229,1
523,21836,0.481,0.0796,1.0416667,1.4533883,1,0.362,0.0587,1.0416667,1.5136027,1
524,517070,0.875,0.6222,1.0,1.0,0,0.875,0.6222,1.0,1.0,0
525,290423,0.42,0.5649,1.0250102,1.9428577,1,0.358,0.1369,1.0250102,1.9470854,1
526,85588,0.333,0.0521,1.0,1.0,0,0.333,0.0521,1.0,1.0,0
527,106634,0.738,0.0759,1.2143291,1.0,0,0.738,0.0759,1.2143291,1.0,0
528,388451,0.099,0.0181,1.0400416,1.7782977,1,0.069,0.0349,1.0400416,1.8123604,1
529,546074,0.795,0.1305,1.0,1.0,0,0.795,0.1305,1.0,1.0,0
530,47535,1.068,9.052,1.0,1.0,0,1.068,9.052,1.0,1.0,0
531,41302,1.296,0.2501,1.0,1.0,0,0.905,0.1317,1.0,1.0,0
532,106717,0.835,0.049,1.0800302,1.0,0,0.835,0.049,1.0800302,1.0,0
533,623726,3.744,8.5403,1.0,1.0,0,3.744,8.5403,1.0,1.0,0
534,47652,0.624,3.4136,1.0666667,1.0,0,0.624,3.4136,1.0666667,1.0,0
535,620012,0.09,0.0203,1.0,1.1040121,1,0.09,0.0203,1.0,1.1040121,1
536,78406,0.495,0.0905,1.0,1.0,0,0.495,0.0905,1.0,1.0,0
537,386286,1.862,nan,1.0,1.0,4,1.862,nan,1.0,1.0,4
538,485646,0.845,0.1576,1.0666667,1.8243959,1,0.844,0.1577,1.0666667,1.8242693,1
539,209917,0.218,0.0383,1.0,1.0,0,0.179,0.1044,1.0,1.0,0
540,573756,0.068,0.0134,1.0,1.43095,1,0.064,0.0291,1.0,1.4468086,1
541,600974,6.829,1.0448,1.0,1.0,0,6.829,1.0448,1.0,1.0,0
542,198477,0.011,0.0019,1.0370218,1.260705,1,0.011,0.0019,1.0370218,1.260705,1
543,491608,0.712,0.1197,1.0,1.1850158,1,0.667,0.0973,1.0,1.2016734,1
544,99081,0.088,0.0145,1.0714668,1.0,0,0.088,0.0145,1.0714668,1.0,0
545,419128,0.325,0.1022,1.0555204,1.0231907,1,0.325,0.1022,1.0555204,1.0231907,1
546,378063,0.028,0.0018,1.0384216,1.375155,1,0.028,0.0018,1.0384216,1.375155,1
547,417392,1.334,0.5962,1.0,1.0,0,0.545,0.0691,1.0,1.0,0
548,543462,2.021,0.1969,1.0,1.4780627,1,1.623,0.1835,1.0,1.5239922,1
549,600877,0.078,0.0106,1.0,1.0,0,0.078,0.0106,1.0,1.0,0
550,91671,0.143,0.026,1.0454783,1.0,0,0.141,0.0402,1.0454783,1.0,0
551,238392,14.244,1.4593,1.0,1.0,0,14.244,1.4593,1.0,1.0,0
552,419205,0.318,0.0375,1.0,1.6693043,1,0.296,0.0418,1.0,1.680144,1
553,496968,2.564,1.5542,1.0,1.0,0,2.564,1.5542,1.0,1.0,0
554,561649,0.437,0.3603,1.0,1.0,0,0.437,0.3603,1.0,1.0,0
555,278554,0.399,0.3,1.0344471,1.0,0,0.381,0.0601,1.0344471,1.0,0
556,611461,0.09,0.0162,1.0,1.0,0,0.09,0.0162,1.0,1.0,0
557,55905,0.844,0.1208,1.0,1.0,0,0.428,0.0314,1.0,1.0,0
558,594358,0.067,0.0117,1.0,1.0,0,0.067,0.0117,1.0,1.0,0
559,619215,0.842,0.1094,1.1538018,1.0,0,0.513,0.0306,1.1538018,1.0,0
560,521898,6.334,0.8165,1.0,1.0290798,1,6.334,0.8165,1.0,1.0290798,1
561,372745,0.032,0.0049,1.0,1.0,0,0.032,0.0049,1.0,1.0,0
562,484708,0.596,0.1598,1.0,1.8569896,1,0.495,0.0177,1.0,1.8695258,1
563,273986,5.362,3.2105,1.0262727,1.4829136,1,5.362,4.835,1.0262727,1.4829136,1
564,69864,0.315,0.0516,1.0588733,1.0,0,0.315,0.0516,1.0588733,1.0,0
565,216143,0.11,0.0292,1.0,1.0,0,0.068,0.0265,1.0,1.0,0
566,422265,2.637,0.5301,1.0,1.0,0,2.637,1.7227,1.0,1.0,0
567,592401,0.766,0.1368,1.0,1.0,0,0.766,0.1368,1.0,1.0,0
568,63302,2.931,0.56,1.0,1.0,0,2.931,0.56,1.0,1.0,0
569,618291,0.166,0.0416,1.1538018,1.0,0,0.166,0.0416,1.1538018,1.0,0
570,592593,1.545,0.1054,1.0,1.0,0,1.333,1.0056,1.0,1.0,0
571,549419,0.13,0.0181,1.0370218,1.0,0,0.093,0.0109,1.0370218,1.0,0
572,227965,5.072,7.973,1.0666667,1.0,0,5.072,7.973,1.0666667,1.0,0
573,227622,19.474,7.9775,1.0,1.0,0,9.581,8.1822,1.0,1.0,0
574,386402,0.254,0.0214,1.0768899,1.0,0,0.205,0.0235,1.0768899,1.0,0
575,583357,0.472,0.0562,1.0,1.3126111,1,0.472,0.0562,1.0,1.3126111,1
576,278559,0.357,0.1402,1.0,1.0,0,0.357,0.1402,1.0,1.0,0
577,93824,37.029,2.9714,1.0,1.0,0,37.029,2.9714,1.0,1.0,0
578,622770,0.539,0.1062,1.0,1.0,0,0.537,0.1059,1.0,1.0,0
579,203684,0.631,0.119,1.0,1.0,0,0.225,0.2795,1.0,1.0,0
580,185532,1.867,10.1971,1.0,1.0,0,0.677,0.13,1.0,1.0,0
581,48804,0.56,0.0916,1.0,1.0,0,0.56,0.0916,1.0,1.0,0
582,288461,0.74,0.3086,1.0,1.85283,1,0.74,0.3086,1.0,1.85283,1
583,508639,3.035,0.4236,1.0,1.0,0,3.035,0.4236,1.0,1.0,0
584,240449,0.457,0.1294,1.0588733,1.0,0,0.457,0.1294,1.0588733,1.0,0
585,319953,0.464,0.1986,1.0,1.0,0,0.464,0.1986,1.0,1.0,0
586,610298,0.19,0.0347,1.0370218,1.0,0,0.19,0.0347,1.0370218,1.0,0
587,63311,3.357,0.5959,1.0,1.0,0,3.294,0.4912,1.0,1.0,0
588,486716,0.035,0.0053,1.0768899,1.6227739,1,0.035,0.0053,1.0768899,1.6227739,1
589,30472,0.473,0.0723,1.0416667,1.0,0,0.473,0.0723,1.0416667,1.0,0
590,324963,0.61,0.2242,1.0,1.0,0,0.61,0.2242,1.0,1.0,0
591,94003,2.499,0.3868,1.0,1.93368,1,2.499,0.3868,1.0,1.93368,1
592,486057,1.144,0.2759,1.0741138,1.3193603,1,0.881,0.1535,1.0741138,1.3829687,1
593,599705,2.039,0.9421,1.0,1.0,0,1.861,0.2821,1.0,1.0,0
594,297051,0.763,0.1084,1.1176931,1.0,0,0.609,0.0286,1.1176931,1.0,0
595,298665,0.963,0.0977,1.1111112,1.0,0,0.963,0.0977,1.1111112,1.0,0
596,345490,nan,nan,nan,nan,9,0.038,0.0043,1.0,1.008844,1
597,544958,0.363,0.0682,1.0,1.0,0,0.279,0.0475,1.0,1.0293808,1
598,278703,6.549,4.6011,1.0,1.0,0,1.061,0.2375,1.0,1.0,0
599,320421,2.219,0.3667,1.0,1.0,0,1.543,0.8748,1.0,1.0,0
600,504922,7.497,1.4081,1.0645093,1.347762,1,6.737,0.6952,1.0645093,1.3728576,1
601,550330,0.679,0.802,1.0,1.0,0,0.096,0.0539,1.0,1.0,0
602,537240,0.34,0.2519,1.0370218,1.0,0,0.234,0.0192,1.0370218,1.0089467,1
603,79710,10.2,18.9697,1.0,1.0,0,9.458,1.2975,1.0,1.0,0
604,98440,0.217,0.0328,1.049979,1.0,0,0.217,0.0328,1.049979,1.0,0
605,505681,0.033,0.0047,1.0,1.762676,1,0.033,0.0047,1.0,1.762676,1
606,544388,0.65,0.0901,1.0,1.0,0,0.65,0.0901,1.0,1.0,0
607,377597,1.421,0.2813,1.0,1.0,0,1.421,0.2813,1.0,1.0,0
608,491958,0.494,0.4653,1.0,1.0215179,1,0.429,0.0831,1.0,1.0460329,1
609,238125,3.61,1.6158,1.0,1.0,0,1.073,0.1872,1.0,1.0,0
610,507851,0.122,0.0351,1.1538018,1.4609916,1,0.122,0.0351,1.1538018,1.4609916,1
611,205151,24.402,3.4224,1.0,1.0,0,24.402,3.4224,1.0,1.0,0
