,catid,surfacedensity,surfacedensity_err,completenesscorrection,areacorrection,surfacedensityflag,surfacedensity_m19,surfacedensity_err_m19,completenesscorrection_m19,areacorrection_m19,surfacedensityflag_m19
3618,544528,1.532,0.1685,1.0714668,1.0,0,1.126,0.4036,1.0714668,1.0,0
3619,387042,0.078,0.0111,1.0,1.1278067,1,0.078,0.0111,1.0,1.1278067,1
3620,386285,3.097,0.4536,1.0666667,1.0,0,3.097,0.4536,1.0666667,1.0,0
3621,422406,1.903,0.3348,1.0,1.0,0,1.903,0.3348,1.0,1.0,0
3622,238499,0.291,0.0328,1.0555204,1.0,0,0.291,0.0328,1.0555204,1.0,0
3623,567907,0.057,0.004,1.0,1.0,0,0.057,0.004,1.0,1.0,0
3624,859364,0.166,0.0314,1.0,1.0,0,0.166,0.0314,1.0,1.0,0
3625,40491,0.292,0.059,1.0526316,1.0,0,0.292,0.059,1.0526316,1.0,0
3626,386268,1.184,0.2144,1.1428572,1.0,0,1.184,0.2144,1.1428572,1.0,0
3627,64344,nan,nan,nan,nan,9,0.121,0.0422,1.0,1.0,0
3628,290226,0.327,0.0643,1.0,1.1381294,1,0.327,0.0643,1.0,1.1381294,1
3629,583366,0.007,0.0007,1.0,1.6500213,1,0.007,0.0007,1.0,1.6500213,1
3630,387675,1.021,0.0644,1.0,1.0,0,1.021,0.0644,1.0,1.0,0
3631,517590,0.261,0.5339,1.0,1.2709818,1,0.081,0.0186,1.0,1.539806,1
3632,486957,0.212,0.0194,1.0624734,1.3080814,1,0.212,0.0194,1.0624734,1.3080814,1
3633,22883,0.084,0.0156,1.0666667,1.0026431,1,0.084,0.0156,1.0666667,1.0026431,1
3634,85205,0.129,0.0161,1.0,1.0,0,0.097,0.012,1.0,1.0,0
3635,521823,1.048,1.0602,1.0624734,1.4765043,1,1.048,1.0602,1.0624734,1.4765043,1
3636,460323,0.039,0.0264,1.0,1.700472,1,0.039,0.0264,1.0,1.700472,1
3637,39057,0.48,0.0571,1.0,1.0225685,1,0.438,0.054,1.0,1.0382051,1
3638,230556,1.616,0.4333,1.0666667,1.2002451,1,1.616,0.4333,1.0666667,1.2002451,1
3639,485924,3.87,1.5023,1.0,1.0,0,3.87,1.5023,1.0,1.0,0
3640,518829,0.085,0.0124,1.0666667,1.9202611,1,0.085,0.0124,1.0666667,1.9202611,1
3641,318839,0.146,0.022,1.0,1.0,0,0.146,0.022,1.0,1.0,0
3642,600446,0.089,0.0171,1.0370218,1.0,0,0.089,0.0171,1.0370218,1.0,0
3643,521769,0.665,0.1577,1.0,1.1981598,1,0.665,0.1577,1.0,1.1981598,1
3644,39921,0.026,0.0158,1.0,1.0,0,0.026,0.0158,1.0,1.0,0
3645,521738,0.204,0.0387,1.0,1.727259,1,0.204,0.0387,1.0,1.727259,1
3646,319059,26.715,9.3574,1.0,1.0,0,14.464,7.3205,1.0,1.0,0
3647,622595,0.021,0.0279,1.0714668,1.0,0,0.021,0.0279,1.0714668,1.0,0
3648,559692,0.139,0.0012,1.0,1.0,0,0.139,0.0012,1.0,1.0,0
3649,508632,6.232,0.8982,1.0,1.0,0,6.232,0.8982,1.0,1.0,0
3650,601013,4.539,0.4434,1.0526316,1.0,0,4.539,0.4434,1.0526316,1.0,0
3651,610571,0.071,0.0134,1.0384216,1.0,0,0.071,0.0134,1.0384216,1.0,0
3652,485835,15.36,2.8955,1.0,1.0,0,15.36,2.8955,1.0,1.0,0
3653,318932,0.225,0.111,1.0,1.0,0,0.225,0.111,1.0,1.0,0
3654,78971,0.101,0.0194,1.0333781,1.0,0,0.101,0.0194,1.0333781,1.0,0
3655,485837,6.431,1.1364,1.0,1.0,0,6.431,1.1364,1.0,1.0,0
3656,98909,2.082,0.3094,1.0,1.0,0,2.082,0.3094,1.0,1.0,0
3657,561836,0.114,0.0262,1.0,1.0,0,0.114,0.0262,1.0,1.0,0
3658,346623,0.164,0.0286,1.0,1.0,0,0.164,0.0286,1.0,1.0,0
3659,383259,0.286,0.1259,1.0,1.2051382,1,0.286,0.1259,1.0,1.2051382,1
3660,16456,nan,nan,nan,nan,9,0.024,0.0034,1.0,1.0,0
3661,549073,0.68,0.1001,1.0,1.0,0,0.68,0.1001,1.0,1.0,0
3662,618835,0.074,nan,1.0624734,1.0,2,0.074,nan,1.0624734,1.0,2
3663,584361,nan,nan,nan,nan,9,1.003,0.3965,1.0,1.0,0
3664,319070,0.051,0.0102,1.0,1.1996956,1,0.049,0.0097,1.0,1.2109553,1
3665,422694,0.345,0.0607,1.0,1.058775,1,0.345,0.0607,1.0,1.058775,1
3666,373173,4.751,1.0245,1.0555204,1.0,0,4.751,1.0245,1.0555204,1.0,0
3667,251792,0.019,0.0023,1.0588733,1.1955094,1,0.019,0.0023,1.0588733,1.1955094,1
3668,550781,0.048,0.0263,1.1176931,1.0226084,1,0.048,0.0263,1.1176931,1.0226084,1
3669,570275,0.524,0.0757,1.0400416,1.0,0,0.524,0.0757,1.0400416,1.0,0
3670,380670,4.439,0.5089,1.0,1.0,0,4.439,0.5089,1.0,1.0,0
3671,144278,0.477,0.0632,1.0,1.0,0,0.477,0.0632,1.0,1.0,0
3672,375530,0.978,0.0954,1.0714668,1.0,0,0.769,0.0299,1.0714668,1.0,0
3673,39669,0.096,0.0299,1.0,1.0,0,0.096,0.0299,1.0,1.0,0
3674,375656,nan,nan,nan,nan,9,0.017,0.0032,1.0,1.0028385,1
3675,278995,0.334,0.1654,1.0,1.0,0,0.064,0.0107,1.0,1.3615439,1
3676,460309,0.14,0.0211,1.0435146,1.9661752,1,0.094,0.0134,1.0435146,1.9720764,1
3677,325320,0.558,0.1087,1.0,1.0,0,0.558,0.1087,1.0,1.0,0
3678,302462,0.03,0.006,1.0,1.0,0,0.03,0.006,1.0,1.0,0
3679,178678,0.106,0.0171,1.0666667,1.0,0,0.106,0.0171,1.0666667,1.0,0
3680,346839,2.69,0.2694,1.0344471,1.0,0,1.87,0.299,1.0344471,1.0,0
3681,396798,3.348,2.2576,1.0,1.0,0,3.348,2.2576,1.0,1.0,0
3682,618144,24.62,6.9045,1.0714668,1.0,0,14.352,4.9878,1.0714668,1.0,0
3683,463146,0.029,0.0037,1.0800302,1.8546901,1,0.029,0.0037,1.0800302,1.8546901,1
3684,347964,1.203,0.2022,1.0,1.0,0,1.203,0.2022,1.0,1.0,0
3685,376826,0.045,0.0227,1.0,1.0,0,0.045,0.0227,1.0,1.0,0
3686,387084,nan,nan,nan,nan,9,0.014,0.0027,1.0,1.3969151,1
3687,177011,nan,nan,nan,nan,9,0.072,0.0138,1.0344471,1.0,0
3688,492687,3.579,0.3089,1.0,1.0,0,3.579,0.3089,1.0,1.0,0
3689,78800,0.737,0.1392,1.049979,1.0,0,0.737,0.1392,1.049979,1.0,0
3690,371216,4.273,1.9138,1.0435146,1.0,0,4.273,1.9138,1.0435146,1.0,0
3691,618914,46.326,8.0021,1.0714668,1.0,0,46.326,8.0021,1.0714668,1.0,0
3692,205208,11.968,4.0545,1.0,1.0,0,11.968,4.0545,1.0,1.0,0
3693,64787,nan,nan,nan,nan,9,0.03,0.0027,1.0357327,1.0,0
3694,30471,19.738,23.2179,1.0416667,1.0,0,19.738,23.2179,1.0416667,1.0,0
3695,55333,0.465,0.088,1.0475593,1.0,0,0.357,0.0178,1.0475593,1.0,0
3696,271606,25.804,11.4189,1.0,1.0,0,25.804,11.4189,1.0,1.0,0
3697,396583,2.311,0.387,1.0,1.0,0,2.311,0.387,1.0,1.0,0
3698,534585,0.165,0.0267,1.0,1.8574376,1,0.165,0.0267,1.0,1.8574376,1
3699,272967,0.539,0.0659,1.0666667,1.0,0,0.539,0.0659,1.0666667,1.0,0
3700,319333,0.228,0.0211,1.0,1.0,0,0.228,0.0211,1.0,1.0,0
3701,397294,0.131,0.0258,1.0,1.0498945,1,0.131,0.0258,1.0,1.0498945,1
3702,422291,5.914,2.2556,1.0,1.0,0,2.012,1.1994,1.0,1.0,0
3703,422389,2.101,1.2207,1.0,1.0,0,2.101,1.2207,1.0,1.0,0
3704,99151,0.202,0.0108,1.0454783,1.0,0,0.202,0.0108,1.0454783,1.0,0
3705,84297,0.046,0.0084,1.0,1.0,0,0.046,0.0084,1.0,1.0,0
3706,346894,12.228,1.6551,1.0,1.0,0,12.228,6.587,1.0,1.0,0
3707,599877,1.656,0.1632,1.0416667,1.0,0,1.656,0.1632,1.0416667,1.0,0
3708,536232,0.782,0.1054,1.0,1.0,0,0.782,0.1054,1.0,1.0,0
3709,221432,1.834,1.785,1.0262727,1.6635733,1,1.834,1.785,1.0262727,1.6635733,1
3710,372076,0.02,0.0193,1.0454783,1.0,0,0.02,0.0193,1.0454783,1.0,0
3711,22596,3.806,0.7558,1.0,1.0,0,3.806,0.7558,1.0,1.0,0
3712,278355,2.017,0.4228,1.0435146,1.0,0,2.017,0.4228,1.0435146,1.0,0
3713,323242,0.489,0.0127,1.0,1.0,0,0.402,0.0796,1.0,1.0,0
3714,21810,1.042,0.0962,1.0416667,1.0146173,1,1.042,0.0962,1.0416667,1.0146173,1
3715,487023,nan,nan,nan,nan,9,0.004,0.0006,1.0666667,1.777695,1
3716,568241,30.502,30.2309,1.0,1.0,0,30.502,30.2309,1.0,1.0,0
3717,517302,95.242,38.2588,1.0,1.0,0,95.242,38.2588,1.0,1.0,0
3718,509876,0.278,9.7895,1.0475593,1.1785141,1,0.278,9.7895,1.0475593,1.1785141,1
3719,97858,0.041,0.0072,1.0400416,1.0,0,0.041,0.0072,1.0400416,1.0,0
3720,186439,0.307,0.1936,1.0624734,1.0,0,0.307,0.1936,1.0624734,1.0,0
3721,300977,0.166,0.0223,1.0,1.0,0,0.166,0.0223,1.0,1.0,0
3722,40765,0.491,0.3496,1.0,1.0,0,0.491,0.3496,1.0,1.0,0
3723,22589,6.512,0.2928,1.0,1.0,0,6.512,0.2928,1.0,1.0,0
3724,419335,2.231,2.1846,1.0714668,1.0,0,2.231,2.1846,1.0714668,1.0,0
3725,288681,3.672,2.5572,1.0,1.0,0,3.672,2.5572,1.0,1.0,0
3726,287830,1.49,1.2022,1.0,1.0,0,1.49,1.2022,1.0,1.0,0
3727,70903,0.106,0.0509,1.0,1.0,0,0.083,0.0169,1.0,1.0,0
3728,228105,2.474,21.9003,1.0588733,1.0,0,2.474,21.9003,1.0588733,1.0,0
3729,23381,0.354,0.063,1.0,1.0,0,0.354,0.063,1.0,1.0,0
3730,549313,0.062,0.0035,1.0,1.0,0,0.055,0.005,1.0,1.0,0
3731,600421,1.407,3.1117,1.0370218,1.0,0,1.407,3.1117,1.0370218,1.0,0
3732,177247,13.172,8.9962,1.0,1.0,0,13.172,8.9962,1.0,1.0,0
3733,55526,nan,nan,nan,nan,9,0.018,0.0031,1.0,1.0,0
3734,65384,5.344,0.7658,1.0,1.0,0,5.344,0.7658,1.0,1.0,0
3735,137322,0.148,0.0632,1.0588733,1.0,0,0.148,0.0632,1.0588733,1.0,0
3736,278840,5.278,5.0946,1.0714668,1.0,0,5.278,5.0946,1.0714668,1.0,0
3737,252226,0.012,0.0017,1.0,1.4866054,1,0.012,0.0017,1.0,1.4866054,1
3738,65418,10.123,54.2552,1.0,1.0,0,10.123,54.2552,1.0,1.0,0
3739,16242,1.516,0.2944,1.0,1.0,0,1.516,0.2944,1.0,1.0,0
3740,204803,6.406,1.7519,1.0768899,1.0,0,3.766,1.2616,1.0768899,1.0,0
3741,290359,0.243,0.0309,1.0714668,1.4279197,1,0.243,0.0309,1.0714668,1.4279197,1
3742,77227,2.138,0.3843,1.0,1.0,0,2.138,0.3843,1.0,1.0,0
3743,136795,nan,nan,nan,nan,9,1.115,0.176,1.0,1.0,0
3744,138828,0.132,0.0147,1.0,1.0,0,0.132,0.0147,1.0,1.0,0
3745,209807,1.194,0.7755,1.0,1.0,0,1.194,0.7755,1.0,1.0,0
3746,23153,1.973,0.3905,1.0624734,1.0,0,1.973,0.3905,1.0624734,1.0,0
3747,136362,3.583,0.8172,1.0,1.0,0,3.583,0.8172,1.0,1.0,0
3748,62171,nan,nan,nan,nan,9,0.093,0.0049,1.0,1.5756186,1
3749,513227,1.449,0.3516,1.0370218,1.0,0,0.874,0.1455,1.0370218,1.0,0
3750,544328,0.571,0.0634,1.0,1.0,0,0.571,0.0634,1.0,1.0,0
3751,417486,2.528,0.2022,1.0,1.0,0,2.528,0.2022,1.0,1.0,0
3752,623043,0.472,0.0911,1.0333781,1.0,0,0.472,0.0911,1.0333781,1.0,0
3753,99854,0.123,0.1714,1.0384216,1.0,0,0.123,0.1714,1.0384216,1.0,0
3754,300554,2.233,1.6011,1.0,1.0,0,2.233,1.6011,1.0,1.0,0
3755,423198,0.022,0.0032,1.0714668,1.8703047,1,0.022,0.0032,1.0714668,1.8703047,1
3756,54921,0.068,0.0225,1.0,1.0,0,0.068,0.0225,1.0,1.0,0
3757,513145,0.06,0.0075,1.0,1.0,0,0.06,0.0075,1.0,1.0,0
3758,203056,0.086,0.0174,1.0,1.0,0,0.069,0.0121,1.0,1.0,0
3759,497035,0.164,0.0312,1.0,1.0,0,0.164,0.0312,1.0,1.0,0
3760,508815,0.089,0.0394,1.0,1.3047234,1,0.089,0.0394,1.0,1.3047234,1
3761,32138,0.111,0.0215,1.0,1.0,0,0.111,0.0215,1.0,1.0,0
3762,17188,0.028,0.0154,1.0,1.0090554,1,0.028,0.0154,1.0,1.0090554,1
3763,561777,nan,nan,nan,nan,9,nan,nan,-1.0,1.0,8
3764,30393,7.708,1.361,1.0666667,1.0,0,7.708,1.361,1.0666667,1.0,0
3765,323566,1.626,0.4063,1.0,1.0,0,1.017,0.2844,1.0,1.0,0
3766,204839,21.586,7.9189,1.0,1.0,0,5.034,1.816,1.0,1.0,0
3767,372133,8.906,0.3104,1.0357327,1.0,0,8.906,0.3104,1.0357327,1.0,0
3768,543501,13.309,1.6472,1.0624734,1.0,0,11.024,0.3545,1.0624734,1.0,0
3769,521372,0.256,0.1412,1.0,1.2183557,1,0.256,0.1412,1.0,1.2183557,1
3770,534902,nan,nan,nan,nan,9,0.044,0.0311,1.0,1.0,0
3771,600501,0.394,0.0785,1.0,1.0,0,0.394,0.0785,1.0,1.0,0
3772,592418,2.443,1.7949,1.0666667,1.0,0,2.443,1.7949,1.0666667,1.0,0
3773,54381,0.149,0.4285,1.0,1.0,0,0.149,0.4285,1.0,1.0,0
3774,136308,3.842,1.8354,1.0384216,1.0,0,3.842,1.8354,1.0384216,1.0,0
3775,300619,0.21,3.5651,1.0,1.0,0,0.21,3.5651,1.0,1.0,0
3776,238130,0.013,0.0025,1.0,1.0318091,1,0.013,0.0025,1.0,1.0318091,1
3777,617989,0.487,0.1031,1.0714668,1.0,0,0.487,0.1031,1.0714668,1.0,0
3778,383119,nan,nan,nan,nan,9,0.001,0.0002,1.0,1.6424675,1
3779,380697,4.512,0.7006,1.1304544,1.0,0,4.512,0.7006,1.1304544,1.0,0
3780,513331,0.119,0.0115,1.0,1.7856619,1,0.119,0.0115,1.0,1.7856619,1
3781,372171,5.798,3.1732,1.0,1.0,0,5.798,3.1732,1.0,1.0,0
3782,54462,0.1,0.0064,1.0400416,1.0,0,0.1,0.0064,1.0400416,1.0,0
3783,548820,nan,nan,nan,nan,9,0.022,0.0241,1.0,1.481131,1
3784,273838,12.801,2.622,1.0714668,1.0,0,12.801,2.622,1.0714668,1.0,0
3785,221017,0.44,0.2113,1.0,1.0,0,0.44,0.2113,1.0,1.0,0
3786,301762,2.218,1.7784,1.0,1.0,0,2.218,1.7784,1.0,1.0,0
3787,372384,0.983,0.1725,1.0,1.0,0,0.718,0.2946,1.0,1.0,0
3788,496997,0.09,0.0044,1.0,1.0,0,0.09,0.0044,1.0,1.0,0
3789,382764,0.149,0.0145,1.0,1.5373973,1,0.106,0.0652,1.0,1.6003169,1
3790,107454,1.193,0.1758,1.1111112,1.0,0,1.157,0.1467,1.1111112,1.0,0
3791,544142,0.205,0.0383,1.0384216,1.0,0,0.205,0.0383,1.0384216,1.0,0
3792,85749,0.164,0.0995,1.0,1.0,0,0.164,0.0995,1.0,1.0,0
3793,376802,0.617,0.1142,1.0624734,1.0,0,0.615,0.1146,1.0624734,1.0,0
3794,215289,0.216,0.0367,1.0666667,1.0,0,0.216,0.0367,1.0666667,1.0,0
3795,30367,16.344,4.2285,1.0,1.0,0,16.344,4.2285,1.0,1.0,0
3796,508315,0.193,0.0252,1.0,1.1602956,1,0.193,0.0252,1.0,1.1602956,1
3797,569781,0.147,0.013,1.0,1.0,0,0.125,0.0217,1.0,1.0,0
3798,231686,nan,nan,nan,nan,9,0.038,0.0055,1.0,1.8424453,1
3799,383048,0.333,0.1079,1.0,1.0,0,0.333,0.1079,1.0,1.0,0
3800,592858,5.186,0.7692,1.0454783,1.0,0,5.186,0.7692,1.0454783,1.0,0
3801,69752,0.039,0.0262,1.0,1.0,0,0.039,0.0262,1.0,1.0,0
3802,376064,0.676,0.1724,1.0714668,1.0,0,0.676,0.1724,1.0714668,1.0,0
3803,64804,1.482,1.3025,1.0,1.0486277,1,1.354,1.4307,1.0,1.0671575,1
3804,136842,40.184,22.0342,1.0,1.0,0,11.036,7.2268,1.0,1.0,0
3805,543537,78.705,73.8937,1.0,1.0,0,39.965,15.9845,1.0,1.0,0
3806,618993,5.208,3.6467,1.0714668,1.0,0,5.208,3.6467,1.0714668,1.0,0
3807,136232,0.316,0.0589,1.0,1.6775508,1,0.316,0.0589,1.0,1.6775508,1
3808,521749,0.285,0.0427,1.0,1.6992719,1,0.285,0.0427,1.0,1.6992719,1
3809,382158,3.96,0.7206,1.0454783,1.0,0,3.666,0.6045,1.0454783,1.0,0
3810,388476,0.411,0.0728,1.0384216,1.0008708,1,0.411,0.0728,1.0384216,1.0008708,1
3811,376597,1.931,0.3404,1.0,1.0,0,1.931,0.3404,1.0,1.0,0
3812,136866,53.611,21.8218,1.0,1.0,0,22.188,7.1711,1.0,1.0,0
3813,298907,0.026,0.0033,1.1111112,1.000355,1,0.026,0.0033,1.1111112,1.000355,1
3814,30621,5.151,2.277,1.0714668,1.0,0,5.151,2.277,1.0714668,1.0,0
3815,514218,6.002,1.7639,1.0,1.0,0,6.002,1.7639,1.0,1.0,0
3816,371943,nan,nan,nan,nan,9,1.788,0.5847,1.1249859,1.0,0
3817,618942,20.289,1.5083,1.0,1.0,0,20.289,1.5083,1.0,1.0,0
3818,228615,nan,nan,nan,nan,9,0.062,0.0323,1.0,1.0,0
3819,611220,0.872,0.1521,1.0,1.0,0,0.316,0.218,1.0,1.0,0
3820,558978,nan,nan,nan,nan,9,0.009,0.0011,1.0454783,1.267914,1
3821,622434,8.156,5.909,1.0,1.0,0,0.82,0.157,1.0,1.0,0
3822,136606,nan,nan,nan,nan,9,5.221,0.9693,1.1071745,1.0,0
3823,622596,1.245,0.9954,1.0,1.0,0,1.208,0.6923,1.0,1.0,0
3824,48099,1.25,3.8668,1.0,1.0,0,1.084,0.1701,1.0,1.0,0
3825,788386,0.082,0.0132,1.0,1.128539,1,0.069,0.0129,1.0,1.1696161,1
3826,144127,1.083,0.0721,1.0,1.0,0,1.083,0.0721,1.0,1.0,0
3827,419649,0.46,0.0678,1.0370218,1.6005837,1,0.46,0.0678,1.0370218,1.6005837,1
3828,289096,13.492,2.99,1.0,1.0,0,10.568,0.2257,1.0,1.0,0
3829,184265,nan,nan,nan,nan,9,0.295,0.0479,1.0714668,1.0,0
3830,492984,4.74,0.3849,1.0714668,1.0,0,4.74,0.3849,1.0714668,1.0,0
3831,144335,0.872,1.3717,1.0,1.0,0,0.872,1.3717,1.0,1.0,0
3832,144363,0.628,0.6413,1.0,1.0,0,0.628,0.6413,1.0,1.0,0
3833,492233,0.148,0.1322,1.0454783,1.0,0,0.148,0.1322,1.0454783,1.0,0
3834,486203,0.097,0.0215,1.0,1.4095399,1,0.097,0.0215,1.0,1.4095399,1
3835,509557,1.114,0.2096,1.0,1.1071086,1,0.842,0.1561,1.0,1.176469,1
3836,238958,0.098,0.0191,1.0,1.0,0,0.098,0.0191,1.0,1.0,0
3837,516961,0.094,0.0171,1.0666667,1.0052366,1,0.094,0.0171,1.0666667,1.0052366,1
3838,79834,86.786,63.0727,1.0666667,1.0,0,86.786,63.0727,1.0666667,1.0,0
3839,600420,0.868,0.6536,1.0,1.0,0,0.868,0.6536,1.0,1.0,0
3840,560290,1.603,0.2457,1.0,1.0,0,1.603,0.2457,1.0,1.0,0
3841,137208,0.538,0.1626,1.0,1.0,0,0.538,0.1626,1.0,1.0,0
3842,594992,31.444,11.2113,1.0,1.0,0,31.444,11.2113,1.0,1.0,0
3843,617943,0.524,0.3056,1.0370218,1.0,0,0.173,0.2379,1.0370218,1.0,0
3844,31556,nan,nan,nan,nan,9,0.018,0.0036,1.0,1.0,0
3845,47293,15.681,8.0771,1.0,1.0,0,15.681,8.0771,1.0,1.0,0
3846,610805,0.125,0.0109,1.0,1.0,0,0.125,0.0109,1.0,1.0,0
3847,402541,0.122,0.0222,1.0475593,1.7741525,1,0.122,0.0222,1.0475593,1.7741525,1
3848,136616,51.312,7.6403,1.0,1.0,0,49.127,18.3646,1.0,1.0,0
3849,622228,0.316,0.0497,1.0,1.0,0,0.316,0.0497,1.0,1.0,0
3850,48010,1.901,0.285,1.0,1.0,0,1.901,0.285,1.0,1.0,0
3851,623432,0.098,0.0171,1.0,1.0,0,0.096,0.0156,1.0,1.0,0
3852,40304,0.009,0.0009,1.0357327,1.0,0,0.013,0.0016,1.0357327,1.0,0
3853,185863,0.126,0.0219,1.0,1.054026,1,0.087,0.0124,1.0,1.1376698,1
3854,184202,0.022,0.0021,1.0,1.0,0,0.022,0.0021,1.0,1.0,0
3855,320339,nan,nan,nan,nan,9,0.141,0.0258,1.0,1.0,0
3856,396621,0.04,0.0456,1.0,1.6549206,1,0.04,0.0456,1.0,1.6549206,1
3857,543531,98.952,43.3281,1.0,1.0,0,21.334,15.7487,1.0,1.0,0
3858,381383,0.209,0.0416,1.0,1.0,0,0.209,0.0416,1.0,1.0,0
3859,518161,nan,nan,nan,nan,9,0.022,0.0234,1.0,1.6039442,1
3860,138910,nan,nan,nan,nan,9,0.012,0.0028,1.0,1.064378,1
3861,543638,0.088,0.0129,1.0,1.0,0,0.088,0.0129,1.0,1.0,0
3862,484774,0.008,0.0092,1.0624734,1.9150268,1,0.008,0.0092,1.0624734,1.9150268,1
3863,380740,0.75,0.1363,1.0,1.0,0,0.75,0.1363,1.0,1.0,0
3864,98409,0.216,0.0417,1.0,1.0,0,0.216,0.0417,1.0,1.0,0
3865,230455,4.366,0.5833,1.049979,1.0,0,4.366,0.5833,1.049979,1.0,0
3866,561032,0.147,0.0194,1.1428572,1.0,0,0.147,0.0194,1.1428572,1.0,0
3867,514022,3.774,1.3082,1.0,1.0,0,3.774,1.3082,1.0,1.0,0
3868,534904,0.23,0.0282,1.0,1.0,0,0.23,0.0282,1.0,1.0,0
3869,202627,1.789,0.0357,1.0,1.0,0,1.789,0.0357,1.0,1.0,0
3870,663440,0.09,0.0127,1.0,1.7415116,1,0.059,0.0129,1.0,1.787558,1
3871,177244,11.622,1.5551,1.0,1.0,0,11.622,1.5551,1.0,1.0,0
3872,622084,0.107,0.0249,1.0,1.0,0,0.09,0.0117,1.0,1.0,0
3873,594845,0.049,0.0843,1.0370218,1.0,0,0.049,0.0843,1.0370218,1.0,0
3874,137849,0.02,0.0015,1.0,1.039831,1,0.02,0.0015,1.0,1.039831,1
3875,365248,0.416,0.2574,1.0454783,1.9788017,1,0.094,0.0378,1.0454783,1.9903393,1
3876,16327,0.202,0.0228,1.0714668,1.0,0,0.202,0.0228,1.0714668,1.0,0
3877,278493,0.005,0.0088,1.0,1.0346798,1,0.005,0.0088,1.0,1.0346798,1
3878,585420,1.007,0.172,1.0,1.0,0,0.627,0.1186,1.0,1.0,0
3879,622788,0.223,0.0388,1.1111112,1.0,0,0.223,0.0388,1.1111112,1.0,0
3880,84588,0.456,0.1459,1.0,1.0,0,0.456,0.1459,1.0,1.0,0
3881,375564,3.607,3.0245,1.0,1.0,0,3.607,3.0245,1.0,1.0,0
3882,216401,4.132,0.3835,1.0,1.0,0,4.132,0.3835,1.0,1.0,0
3883,509772,0.153,0.0263,1.0435146,1.0,0,0.153,0.0263,1.0435146,1.0,0
3884,278241,0.001,0.0013,1.0,1.4049323,1,0.001,0.0013,1.0,1.4049323,1
3885,546040,0.551,0.0937,1.0,1.0016549,1,0.485,0.0774,1.0,1.015413,1
3886,70846,0.076,0.023,1.0,1.0,0,0.076,0.023,1.0,1.0,0
3887,85937,0.184,0.0082,1.0,1.4819151,1,0.32,nan,1.0,1.0,4
3888,382565,0.708,0.0996,1.0400416,1.0,0,0.708,0.0996,1.0400416,1.0,0
3889,279319,0.067,0.013,1.0624734,1.0,0,0.067,0.013,1.0624734,1.0,0
3890,7139,0.109,0.0193,1.0344471,1.0,0,0.109,0.0193,1.0344471,1.0,0
3891,48848,0.182,0.0197,1.0,1.0,0,0.182,0.0197,1.0,1.0,0
3892,573617,2.815,0.3908,1.0357327,1.0,0,2.815,0.3908,1.0357327,1.0,0
3893,372137,0.014,0.0051,1.0357327,1.0,0,0.014,0.0051,1.0357327,1.0,0
3894,511923,0.212,0.034,1.0400416,1.0451928,1,0.165,0.0313,1.0400416,1.0990968,1
3895,320807,0.024,0.0035,1.0,1.0,0,0.024,0.0035,1.0,1.0,0
3896,567543,10.973,4.5048,1.0,1.0,0,10.973,4.5048,1.0,1.0,0
3897,220502,2.589,0.513,1.0,1.0284891,1,2.589,0.513,1.0,1.0284891,1
3898,250469,0.256,0.0422,1.0,1.0,0,0.256,0.0422,1.0,1.0,0
3899,567803,0.089,0.0178,1.0,1.0,0,0.089,0.0178,1.0,1.0,0
3900,92091,0.062,0.0107,1.0,1.0,0,0.062,0.0009,1.0,1.0,0
3901,79014,nan,nan,nan,nan,9,0.027,0.0048,1.0,1.0,0
3902,91589,2.273,0.2783,1.0,1.0,0,2.273,0.2783,1.0,1.0,0
3903,202902,1.483,nan,1.0666667,1.0,4,1.483,nan,1.0666667,1.0,4
3904,85995,0.081,0.0322,1.0,1.0,0,0.081,0.0322,1.0,1.0,0
3905,517206,1.421,0.2502,1.0,1.0,0,1.421,0.2502,1.0,1.0,0
3906,79711,11.54,1.9234,1.0,1.0,0,8.536,1.279,1.0,1.0,0
3907,215047,0.172,0.0238,1.0,1.0,0,0.172,0.0238,1.0,1.0,0
3908,568407,0.148,0.025,1.0,1.0,0,0.148,0.025,1.0,1.0,0
3909,319996,0.008,0.0014,1.0,1.3556325,1,0.008,0.0014,1.0,1.3556325,1
3910,250473,0.255,0.0582,1.0,1.0,0,0.255,0.0582,1.0,1.0,0
3911,279261,0.046,0.0086,1.0475593,1.007107,1,0.046,0.0086,1.0475593,1.007107,1
3912,298484,0.076,0.0069,1.0,1.0,0,0.076,0.0069,1.0,1.0,0
3913,559682,0.13,0.0115,1.0,1.0,0,0.13,0.0115,1.0,1.0,0
3914,92421,0.864,0.193,1.0741138,1.0,0,0.864,0.193,1.0741138,1.0,0
3915,568222,57.322,57.0589,1.0,1.0,0,57.322,57.0589,1.0,1.0,0
3916,40445,0.723,0.1384,1.0,1.0,0,0.723,0.1384,1.0,1.0,0
3917,99428,3.918,0.8112,1.0555204,1.0,0,3.171,0.9912,1.0555204,1.0,0
3918,197414,0.044,0.0151,1.0,1.0516934,1,0.044,0.0151,1.0,1.0516934,1
3919,47941,0.374,0.1138,1.0,1.0,0,0.374,0.1138,1.0,1.0,0
3920,84942,0.047,0.0132,1.0,1.0,0,0.047,0.0132,1.0,1.0,0
3921,376245,0.735,45.2035,1.0,1.0,0,0.695,0.1117,1.0,1.0,0
3922,198631,0.606,0.1089,1.0400416,1.0,0,0.606,0.1089,1.0400416,1.0,0
