target_name,califaid,raj2000,dej2000,redshift,sdss_z,maj_axis,mstar,mstar_min,mstar_max,chi2,vmax_nocorr,vmax_denscorr,magu,err_magu,u_ext,abs_u_min,abs_u_max,magg,err_magg,g_ext,abs_g_min,abs_g_max,magr,err_magr,r_ext,abs_r_min,abs_r_max,magi,err_magi,i_ext,abs_i_min,abs_i_max,magz,err_magz,z_ext,abs_z_min,abs_z_max,hubtyp,minhubtyp,maxhubtyp,bar,flag_release_comb,flag_release_v1200,flag_release_v500,axis_ratio,position_angle,el_hlr,modmag_r
UGC01368,66,28.554729461669922,7.883649826049805,0.0262,0.0268,48.73,10.858,10.763,10.958,0.48249,1380000.0,1460000.0,16.16627,16.16627,,-19.562,-19.434,14.55063,14.55063,,-21.001,-20.959,13.74395,13.74395,,-21.69,-21.652,13.30107,13.30107,,-22.108,-22.059,13.02405,13.02405,,-22.468,-22.371,S ab,S a,S c,A,1,1,1,0.28421,50.93244,15.048,
NGC0731,67,28.734209060668945,-9.010809898376465,0.0124,0.0131,47.4,10.903,10.802,10.997,1.8546,148000.0,91600.0,14.36259,14.36259,,-19.645,-19.495,12.58277,12.58277,,-21.126,-21.056,11.87717,11.87717,,-21.798,-21.753,11.4875,11.4875,,-22.21,-22.155,11.24869,11.24869,,-22.564,-22.477,E 1,E 0,E 0,A,1,1,1,0.90235,138.12657,11.484,
NGC0741,68,29.087440490722656,5.628970146179199,0.0179,0.0186,70.4,11.517,11.346,11.683,0.71242,1430000.0,1000000.0,13.60758,13.60758,,-21.552,-21.187,11.81572,11.81572,,-22.871,-22.723,11.05229,11.05229,,-23.465,-23.398,10.62782,10.62782,,-23.882,-23.774,10.45732,10.45732,,-24.249,-24.079,E 1 (m),E 0,E 4,A,1,1,1,0.7783,88.19625,35.244,
NGC0755,69,29.094419479370117,-9.061389923095703,0.0053,0.0055,66.67,9.38,9.2728,9.4924,1.1589,28500.0,40100.0,13.78565,13.78565,,-18.211,-18.023,12.76504,12.76504,,-19.166,-19.09,12.3429,12.3429,,-19.429,-19.409,12.1647,12.1647,,-19.679,-19.62,12.04083,12.04083,,-19.919,-19.832,S cd,S b,S d,B (AB .. B),1,1,1,0.30956,50.07139,28.908,
IC1755,70,29.29077911376953,14.54988956451416,0.0257,0.0264,46.98,10.926,10.834,11.033,0.89792,1180000.0,1240000.0,16.2755,16.2755,,-19.468,-19.332,14.44914,14.44914,,-20.999,-20.937,13.67718,13.67718,,-21.693,-21.651,13.24643,13.24643,,-22.129,-22.074,12.92967,12.92967,,-22.513,-22.413,S b,S 0a,S d,A (A .. AB),1,1,1,0.3261,154.972,11.484,
NGC0768,71,29.670570373535156,0.5292099714279175,0.0227,0.0233,59.39,10.542,10.438,10.655,0.33631,1480000.0,1770000.0,14.85039,14.85039,,-20.294,-20.157,13.78061,13.78061,,-21.365,-21.315,13.26339,13.26339,,-21.778,-21.749,12.94321,12.94321,,-22.088,-22.034,12.70606,12.70606,,-22.367,-22.283,S c,S bc,S c,B (AB .. B),1,1,1,0.55355,-65.46022,15.444,
NGC0774,72,29.894699096679688,14.008199691772461,0.0149,0.0154,45.28,10.924,10.834,11.0,2.874,209000.0,140000.0,15.33579,15.33579,,-19.232,-19.099,13.48673,13.48673,,-20.799,-20.747,12.65986,12.65986,,-21.554,-21.514,12.15633,12.15633,,-22.0,-21.949,11.94688,11.94688,,-22.378,-22.29,S 0,E 6,E 0,A,1,1,1,0.71592,166.02786,12.276,
NGC0776,73,29.977190017700195,23.64427947998047,0.0159,0.0164,50.64,10.694,10.587,10.799,1.06,357000.0,243000.0,14.60044,14.60044,,-20.092,-19.95,13.33166,13.33166,,-21.295,-21.246,12.63646,12.63646,,-21.818,-21.785,12.21014,12.21014,,-22.169,-22.118,11.95064,11.95064,,-22.477,-22.387,S b,S ab,S bc,B,1,1,1,0.69026,141.45714,19.008,
NGC0781,74,30.037349700927734,12.656109809875488,0.0112,0.0116,50.76,10.471,10.372,10.563,2.0514,128000.0,73700.0,15.26199,15.26199,,-18.682,-18.554,13.53898,13.53898,,-20.138,-20.085,12.80758,12.80758,,-20.801,-20.764,12.35541,12.35541,,-21.204,-21.16,12.13629,12.13629,,-21.55,-21.47,S a,S 0,S b,A (A .. AB),0,1,0,0.36317,11.18976,8.316,
NGC0787,75,30.20256996154785,-9.002579689025879,0.0153,0.0159,55.92,10.964,10.851,11.084,0.31267,437000.0,296000.0,14.53176,14.53176,,-19.888,-19.754,12.88335,12.88335,,-21.33,-21.277,12.17694,12.17694,,-21.985,-21.946,11.8092,11.8092,,-22.404,-22.344,10.63216,10.63216,,-22.778,-22.662,S a,S 0,S bc,A (A .. AB),0,0,1,0.80728,81.41537,16.632,
NGC0810,76,31.36901092529297,13.251629829406738,0.0248,0.0256,51.3,11.552,11.445,11.673,1.1523,1420000.0,1510000.0,15.60119,15.60119,,-20.448,-20.251,13.50668,13.50668,,-22.055,-21.973,12.5774,12.5774,,-22.839,-22.787,12.07113,12.07113,,-23.328,-23.268,11.68789,11.68789,,-23.753,-23.639,E 5 (m),E 2,E ab,A (A .. AB),1,1,1,0.68792,31.38567,17.424,
NGC0825,77,32.134700775146484,6.323669910430908,0.0109,0.0113,54.52,10.422,10.317,10.52,3.9005,147000.0,84300.0,15.23924,15.23924,,-18.593,-18.462,13.5411,13.5411,,-20.045,-19.992,12.74722,12.74722,,-20.698,-20.659,12.4737,12.4737,,-21.099,-21.044,11.13532,11.13532,,-21.451,-21.355,S a,S 0,S ab,A (A .. AB),1,1,1,0.32966,51.42698,12.276,
NGC0833,78,32.336849212646484,-10.133090019226074,0.0125,0.0128,56.54,10.919,10.842,11.004,2.9535,238000.0,145000.0,15.04526,15.04526,,-18.96,-18.831,13.1589,13.1589,,-20.59,-20.541,12.3328,12.3328,,-21.383,-21.346,11.86733,11.86733,,-21.847,-21.8,11.63847,11.63847,,-22.243,-22.149,S a (M),S 0,S a,AB (A .. B),1,1,1,0.45001,74.69679,15.048,
NGC0842,80,32.46162033081055,-7.762479782104492,0.0124,0.0126,59.32,10.74,10.651,10.828,1.5213,265000.0,159000.0,14.65933,14.65933,,-19.259,-19.13,13.04811,13.04811,,-20.714,-20.671,12.29875,12.29875,,-21.409,-21.372,11.87113,11.87113,,-21.82,-21.773,11.68025,11.68025,,-22.169,-22.084,S 0,S 0,S a,A (A .. AB),1,1,1,0.53635,146.65495,11.484,
UGC01659,81,32.48707962036133,16.032590866088867,0.0267,0.0274,57.21,10.636,10.534,10.737,1.4294,1320000.0,1420000.0,15.68182,15.68182,,-20.058,-19.928,14.38616,14.38616,,-21.254,-21.209,13.73103,13.73103,,-21.767,-21.735,13.32977,13.32977,,-22.11,-22.059,13.15288,13.15288,,-22.408,-22.318,S c,S b,S d,B,1,1,1,0.41236,30.31708,19.404,
KUG0210-078,82,33.315818786621094,-7.661880016326904,0.0155,0.0159,48.71,10.551,10.453,10.651,1.3433,291000.0,197000.0,14.93608,14.93608,,-19.461,-19.33,13.47817,13.47817,,-20.775,-20.724,12.8242,12.8242,,-21.356,-21.321,12.44942,12.44942,,-21.725,-21.675,12.29187,12.29187,,-22.035,-21.952,S bc,S a,S c,B,0,1,0,0.53062,130.47906,11.88,
UGC01749,83,34.060089111328125,18.3110408782959,0.0261,0.0268,49.92,10.723,10.623,10.825,1.1954,1500000.0,1590000.0,16.51315,16.51315,,-19.433,-19.296,15.04473,15.04473,,-20.802,-20.758,14.16679,14.16679,,-21.454,-21.418,13.67514,13.67514,,-21.861,-21.808,13.33075,13.33075,,-22.21,-22.107,S ab,S a,S ab,AB (A .. B),1,1,1,0.41265,-43.18004,11.484,
NGC0873,84,34.13488006591797,-11.348480224609375,0.013,0.0134,49.67,10.412,10.305,10.52,0.96761,183000.0,115000.0,13.79905,13.79905,,-20.146,-20.012,12.72583,12.72583,,-21.199,-21.147,12.20631,12.20631,,-21.582,-21.557,11.94896,11.94896,,-21.875,-21.826,11.7474,11.7474,,-22.145,-22.062,S cd,S c,S d,A (A .. AB),1,1,1,0.85531,121.90195,14.652,
NGC0924,85,36.6950798034668,20.49748992919922,0.0144,0.0149,57.43,10.856,10.751,10.96,0.02442,397000.0,264000.0,15.0129,15.0129,,-19.947,-19.795,13.36355,13.36355,,-21.294,-21.242,12.51415,12.51415,,-21.915,-21.875,12.03448,12.03448,,-22.306,-22.255,11.66238,11.66238,,-22.646,-22.551,S 0,S 0,S 0,A,0,0,1,0.55707,51.2443,12.672,
UGC01918,86,36.885318756103516,25.66876983642578,0.0165,0.017,46.9,10.731,10.629,10.838,7.1979,312000.0,213000.0,16.03611,16.03611,,-18.96,-18.824,14.1863,14.1863,,-20.456,-20.398,13.49155,13.49155,,-21.143,-21.106,12.80813,12.80813,,-21.6,-21.545,12.58506,12.58506,,-22.001,-21.898,S b,S ab,S bc,B (AB .. B),1,1,1,0.53546,-59.81312,16.236,
NGC0932,87,36.977909088134766,20.332490921020508,0.0132,0.0136,51.96,10.964,10.855,11.064,0.94929,222000.0,142000.0,14.53442,14.53442,,-20.09,-19.894,12.91436,12.91436,,-21.456,-21.386,12.03052,12.03052,,-22.099,-22.051,11.51943,11.51943,,-22.5,-22.439,11.27359,11.27359,,-22.838,-22.741,S 0a,S 0,S a,A,1,1,1,0.96184,90.76875,18.612,
UGC01938,88,37.09223937988281,23.214630126953125,0.0206,0.0213,46.23,10.332,10.223,10.433,0.031511,591000.0,608000.0,16.31598,16.31598,,-19.213,-19.077,14.91662,14.91662,,-20.418,-20.37,14.19406,14.19406,,-20.934,-20.901,13.76998,13.76998,,-21.283,-21.232,13.43015,13.43015,,-21.595,-21.505,S bc,S b,S cd,AB (A .. AB),1,1,1,0.24836,-24.60117,14.652,
NGC0941,89,37.116180419921875,-1.15146005153656,0.0052,0.0053,61.05,9.3207,9.2158,9.4339,2.34,17800.0,25900.0,13.81609,13.81609,,-18.236,-18.01,12.7778,12.7778,,-19.164,-19.066,12.34047,12.34047,,-19.389,-19.367,12.1582,12.1582,,-19.625,-19.564,12.09854,12.09854,,-19.855,-19.764,S cd,S b,S d,A (A .. AB),1,1,1,0.86523,156.3738,24.948,
NGC0938,90,37.1396598815918,20.283700942993164,0.0133,0.0137,51.99,10.965,10.83,11.108,0.24466,223000.0,142000.0,15.01859,15.01859,,-19.612,-19.408,13.15911,13.15911,,-21.072,-21.0,12.32048,12.32048,,-21.768,-21.721,11.88931,11.88931,,-22.228,-22.129,11.32301,11.32301,,-22.63,-22.459,E 3,E 1,E 4,A,1,1,1,0.71493,95.81996,13.86,
NGC0955,91,37.63811111450195,-1.1084100008010864,0.0048,0.0051,77.28,10.201,10.116,10.292,0.8168,37500.0,58000.0,14.11877,14.11877,,-17.767,-17.629,12.48637,12.48637,,-19.251,-19.203,11.69989,11.69989,,-19.964,-19.929,11.26395,11.26395,,-20.387,-20.34,11.0297,11.0297,,-20.746,-20.657,S a,S a,S ab,AB (A .. AB),1,1,1,0.26065,18.9426,17.82,
NGC0962,92,38.16593933105469,28.070009231567383,0.0149,0.0155,51.91,11.043,10.941,11.145,1.353,322000.0,216000.0,15.00481,15.00481,,-19.791,-19.621,13.11887,13.11887,,-21.291,-21.226,12.26151,12.26151,,-22.004,-21.957,11.81636,11.81636,,-22.434,-22.376,11.52498,11.52498,,-22.803,-22.703,E 3,E 0,E 6,A,1,1,1,0.73091,-11.13365,13.86,
UGC02018,93,38.167388916015625,0.26006999611854553,0.0199,0.0206,50.64,10.884,10.798,10.969,2.8822,704000.0,613000.0,15.56369,15.56369,,-19.452,-19.319,13.85687,13.85687,,-20.953,-20.909,13.0694,13.0694,,-21.67,-21.633,12.63386,12.63386,,-22.093,-22.043,12.46144,12.46144,,-22.448,-22.362,S 0a,E 6,E a,AB (A .. B),1,1,1,0.55949,-16.08159,10.692,
NGC0976,94,38.5001106262207,20.976749420166016,0.0139,0.0144,48.71,10.795,10.692,10.894,1.0136,216000.0,142000.0,14.18225,14.18225,,-20.305,-20.168,12.83202,12.83202,,-21.533,-21.485,12.08727,12.08727,,-22.073,-22.038,11.68853,11.68853,,-22.426,-22.377,11.44894,11.44894,,-22.73,-22.645,S bc,S ab,S c,A (A .. AB),1,1,1,0.8095,170.13916,11.88,
NGC0991,95,38.88618087768555,-7.154429912567139,0.0049,0.0051,58.22,9.5868,9.4843,9.6943,0.019308,11300.0,17400.0,13.45492,13.45492,,-18.382,-18.247,12.35993,12.35993,,-19.4,-19.343,11.97581,11.97581,,-19.722,-19.701,11.71124,11.71124,,-19.994,-19.944,11.48006,11.48006,,-20.255,-20.173,S cd,S c,S d,AB (A .. AB),1,1,1,0.92125,85.27592,33.264,
UGC02099,96,39.30411148071289,21.56757926940918,0.0267,0.0274,60.07,11.164,11.034,11.3,0.12163,1230000.0,1330000.0,16.06747,16.06747,,-20.169,-19.988,14.3498,14.3498,,-21.608,-21.553,13.40235,13.40235,,-22.305,-22.259,12.93633,12.93633,,-22.757,-22.668,12.32127,12.32127,,-23.15,-22.992,S 0a,S 0,S ab,A,1,1,1,0.46585,136.8885,16.632,
UGC02134,97,39.715858459472656,27.8472900390625,0.0149,0.0153,60.79,10.621,10.52,10.716,0.41519,506000.0,338000.0,15.38632,15.38632,,-19.617,-19.48,13.835,13.835,,-20.91,-20.862,12.97869,12.97869,,-21.492,-21.458,12.55845,12.55845,,-21.863,-21.814,12.21762,12.21762,,-22.178,-22.093,S b,S ab,S bc,A (A .. AB),1,1,1,0.3993,106.84304,24.552,
NGC1026,98,39.829978942871094,6.544040203094482,0.0134,0.014,55.65,11.053,10.905,11.22,1.2665,293000.0,190000.0,14.94323,14.94323,,-19.752,-19.505,12.75483,12.75483,,-21.247,-21.138,12.09397,12.09397,,-21.929,-21.876,11.72672,11.72672,,-22.401,-22.284,11.21681,11.21681,,-22.814,-22.622,E 2,E 1,E 0,A,1,1,1,0.82085,107.23878,17.424,
NGC1041,99,40.105140686035156,-5.440450191497803,0.0229,0.0235,45.8,11.188,11.013,11.375,0.74445,774000.0,934000.0,14.99416,14.99416,,-20.481,-20.183,13.29779,13.29779,,-21.847,-21.752,12.47774,12.47774,,-22.504,-22.431,12.22825,12.22825,,-22.959,-22.809,11.11448,11.11448,,-23.349,-23.12,S 0,S 0,S 0a,A (A .. AB),1,1,1,0.84342,44.15664,17.028,
NGC1056,100,40.70130157470703,28.574159622192383,0.0052,0.0052,51.72,10.02,9.9092,10.127,1.2129,5820.0,8820.0,14.41464,14.41464,,-18.092,-17.893,13.05465,13.05465,,-19.366,-19.294,12.19073,12.19073,,-19.942,-19.899,11.72573,11.72573,,-20.32,-20.258,11.43605,11.43605,,-20.641,-20.545,S a,S 0,S ab,A (A .. AB),1,1,1,0.56555,-23.59506,14.256,
NGC1060,101,40.81278991699219,32.42491912841797,0.0169,0.0173,64.03,11.846,11.677,12.027,4.6828,854000.0,583000.0,14.64359,14.64359,,-21.357,-20.989,11.67104,11.67104,,-22.889,-22.717,11.19814,11.19814,,-23.617,-23.551,10.66878,10.66878,,-24.116,-24.013,10.2024,10.2024,,-24.558,-24.373,E 3,E 0,E 6,A,1,1,1,0.80854,72.07397,27.324,
NGC1070,102,40.84278106689453,4.968339920043945,0.0131,0.0137,61.44,10.949,10.814,11.08,4.0302,373000.0,238000.0,13.68788,13.68788,,-20.538,-20.284,12.157,12.157,,-21.779,-21.669,11.82108,11.82108,,-22.285,-22.251,11.12623,11.12623,,-22.668,-22.598,10.84744,10.84744,,-23.02,-22.897,S b,S a,S c,A (A .. AB),1,1,1,0.81948,182.27039,14.256,
UGC02222,103,41.290321350097656,32.98970031738281,0.0164,0.0166,50.99,10.743,10.634,10.848,3.1413,378000.0,258000.0,15.93365,15.93365,,-19.306,-19.095,14.07475,14.07475,,-20.737,-20.656,13.08708,13.08708,,-21.415,-21.361,12.63752,12.63752,,-21.826,-21.765,12.43925,12.43925,,-22.174,-22.081,S 0a (M),E 5,E b,AB (A .. B),1,1,1,0.50961,97.29381,10.692,
UGC02229,104,41.36486053466797,0.9143499732017517,0.0237,0.0244,53.0,10.89,10.767,11.014,1.3941,1350000.0,1590000.0,15.01467,15.01467,,-20.168,-19.905,13.89925,13.89925,,-21.449,-21.353,13.0807,13.0807,,-22.033,-21.982,12.71694,12.71694,,-22.423,-22.35,12.40791,12.40791,,-22.761,-22.65,S 0a (M),S 0,S ab,A (A .. AB),1,1,1,0.56661,18.14758,19.008,
UGC02239,105,41.648681640625,32.44939041137695,0.0157,0.0161,49.9,10.228,10.132,10.328,0.64626,321000.0,218000.0,16.68139,16.68139,,-18.395,-18.253,15.16215,15.16215,,-19.725,-19.679,14.28357,14.28357,,-20.347,-20.31,13.77178,13.77178,,-20.738,-20.688,13.43667,13.43667,,-21.074,-20.978,S ab,S 0,S cd,AB (A .. B),1,1,1,0.25463,11.62329,16.632,
MCG-01-08-008,106,41.778221130371094,-2.9725499153137207,0.0246,0.0253,50.24,10.672,10.57,10.772,0.35936,1280000.0,1400000.0,16.05947,16.05947,,-19.364,-19.228,14.63794,14.63794,,-20.722,-20.678,13.90292,13.90292,,-21.361,-21.325,13.45823,13.45823,,-21.764,-21.712,13.16283,13.16283,,-22.115,-22.013,S b,S a,S bc,A (A .. AB),0,1,0,0.22615,6.97952,13.464,
NGC1094,107,41.865970611572266,-0.28512999415397644,0.0209,0.0215,51.05,10.717,10.611,10.817,0.21217,820000.0,869000.0,14.59594,14.59594,,-20.427,-20.294,13.41473,13.41473,,-21.575,-21.528,12.81621,12.81621,,-22.05,-22.021,12.49006,12.49006,,-22.381,-22.331,12.25002,12.25002,,-22.674,-22.587,S b,S ab,S bc,AB (A .. B),1,1,1,0.70652,90.3536,10.692,
NGC1093,108,42.067230224609375,34.41981887817383,0.0172,0.0177,50.63,10.512,10.383,10.614,1.3086,447000.0,306000.0,15.29275,15.29275,,-19.695,-19.563,13.74137,13.74137,,-20.973,-20.912,13.07257,13.07257,,-21.488,-21.453,12.71961,12.71961,,-21.831,-21.779,12.53964,12.53964,,-22.128,-22.039,S bc,S b,S c,B,0,0,1,0.61986,108.56786,13.86,
UGC02311,109,42.366458892822266,-0.8729900121688843,0.023,0.0238,47.03,10.743,10.641,10.846,0.87482,868000.0,1050000.0,14.81514,14.81514,,-20.468,-20.332,13.65619,13.65619,,-21.612,-21.565,13.03499,13.03499,,-22.093,-22.064,12.66818,12.66818,,-22.427,-22.377,12.4507,12.4507,,-22.72,-22.633,S bc,S ab,S c,B,1,1,1,0.54702,42.81358,14.256,
UGC02319,110,42.473331451416016,-1.0036300420761108,0.0228,0.0234,46.09,10.329,10.227,10.432,0.71091,772000.0,929000.0,16.39908,16.39908,,-18.966,-18.834,15.09707,15.09707,,-20.224,-20.179,14.3606,14.3606,,-20.791,-20.758,13.96728,13.96728,,-21.157,-21.107,13.68782,13.68782,,-21.474,-21.383,S bc,S a,S cd,A (A .. AB),1,1,1,0.24606,45.95855,15.444,
MCG-02-08-014,111,43.09748077392578,-8.510419845581055,0.0162,0.0168,75.5,10.558,10.464,10.654,0.35537,1310000.0,891000.0,16.32671,16.32671,,-18.301,-18.166,14.6519,14.6519,,-19.831,-19.786,13.79484,13.79484,,-20.587,-20.55,13.29896,13.29896,,-21.048,-20.994,12.98612,12.98612,,-21.445,-21.339,S a,S 0,S a,A (A .. AB),0,0,1,0.38021,96.84196,9.9,
NGC1132,112,43.21598815917969,-1.2747600078582764,0.0224,0.0232,65.39,11.713,11.6,11.825,14.098,1360000.0,1630000.0,14.57951,14.57951,,-20.829,-20.681,12.83311,12.83311,,-22.387,-22.335,12.06581,12.06581,,-23.169,-23.131,11.24504,11.24504,,-23.682,-23.624,11.10171,11.10171,,-24.122,-24.009,E 6,E 3,E 0,A,0,0,1,0.63088,-4.42769,32.868,
UGC02367,113,43.4217414855957,6.265570163726807,0.0239,0.0246,68.07,11.181,11.085,11.286,8.9898,1190000.0,1380000.0,15.79961,15.79961,,-20.39,-20.257,14.21369,14.21369,,-21.796,-21.753,13.24766,13.24766,,-22.479,-22.443,12.53652,12.53652,,-22.905,-22.852,12.31338,12.31338,,-23.264,-23.154,S ab,S 0,S cd,A (A .. B),0,0,1,0.36045,142.7331,19.8,
NGC1142,114,43.800941467285156,-0.18355999886989594,0.028,0.0288,49.1,11.47,11.347,11.587,0.14997,1460000.0,1600000.0,14.48979,14.48979,,-21.41,-21.22,13.03754,13.03754,,-22.739,-22.671,12.29423,12.29423,,-23.349,-23.305,11.87296,11.87296,,-23.755,-23.691,11.4071,11.4071,,-24.118,-24.001,S d (M),S 0,S r,A (A .. AB),1,1,1,0.53099,126.60608,23.364,
UGC02403,115,43.98857116699219,0.6926100254058838,0.0133,0.0137,53.27,10.504,10.406,10.609,0.21007,243000.0,155000.0,15.65619,15.65619,,-18.694,-18.563,14.07057,14.07057,,-20.118,-20.072,13.26132,13.26132,,-20.798,-20.759,12.76869,12.76869,,-21.218,-21.169,12.45187,12.45187,,-21.583,-21.483,S b,S a,S c,B,0,0,1,0.28399,52.26931,19.404,
UGC02405,116,43.989891052246094,6.49478006362915,0.0249,0.0257,52.34,10.46,10.354,10.568,0.51101,1510000.0,1600000.0,15.94258,15.94258,,-20.21,-20.079,14.57138,14.57138,,-21.294,-21.243,13.91311,13.91311,,-21.691,-21.662,13.53927,13.53927,,-21.99,-21.937,13.28373,13.28373,,-22.262,-22.176,S bc,S bc,S c,A (A .. AB),0,0,1,0.34269,168.2085,17.82,
UGC02443,117,44.589599609375,-2.041879892349243,0.0081,0.0084,49.27,9.6286,9.5257,9.7346,0.69631,43800.0,32700.0,15.36788,15.36788,,-17.836,-17.694,14.16125,14.16125,,-18.959,-18.908,13.53186,13.53186,,-19.41,-19.38,13.16942,13.16942,,-19.732,-19.682,12.94554,12.94554,,-20.017,-19.937,S cd,S c,S d,A,1,1,1,0.54506,-15.92584,18.612,
UGC02465,118,45.155941009521484,35.169151306152344,0.0165,0.0169,48.78,10.875,10.784,10.959,1.4631,351000.0,239000.0,16.07094,16.07094,,-19.187,-19.049,14.23321,14.23321,,-20.712,-20.667,13.26184,13.26184,,-21.462,-21.425,12.69594,12.69594,,-21.909,-21.859,12.39199,12.39199,,-22.289,-22.194,S 0,S 0,S a,A (A .. AB),0,0,1,0.37637,-36.42858,11.88,
NGC1167,119,45.42639923095703,35.20561981201172,0.0161,0.0164,60.23,11.692,11.573,11.808,0.72197,611000.0,416000.0,14.91485,14.91485,,-20.472,-20.341,12.73475,12.73475,,-22.174,-22.108,11.72974,11.72974,,-22.98,-22.942,11.17184,11.17184,,-23.496,-23.431,10.00379,10.00379,,-23.959,-23.83,S 0,E 7,E a,A,1,1,1,0.81199,70.85787,24.948,
NGC1194,120,45.954620361328125,-1.1037399768829346,0.0131,0.0135,59.64,10.692,10.545,10.833,0.53938,331000.0,211000.0,14.93195,14.93195,,-19.491,-19.184,13.32624,13.32624,,-20.818,-20.694,12.50356,12.50356,,-21.421,-21.36,12.02975,12.02975,,-21.829,-21.743,11.84374,11.84374,,-22.183,-22.048,S 0a,S 0,S a,A (A .. AB),0,1,0,0.63242,141.543,20.196,
NGC1211,121,46.71842956542969,-0.7944899797439575,0.0103,0.0107,53.82,10.697,10.588,10.801,0.50448,120000.0,68800.0,14.47844,14.47844,,-19.34,-19.156,12.79483,12.79483,,-20.74,-20.67,12.04342,12.04342,,-21.386,-21.338,11.60822,11.60822,,-21.79,-21.732,11.3246,11.3246,,-22.14,-22.044,S 0a,S 0,S a,B,0,0,1,0.63289,146.14864,13.464,
MCG-01-09-006,122,47.201351165771484,-7.040609836578369,0.0282,0.0289,51.6,10.667,10.565,10.774,1.1661,1390000.0,1530000.0,15.59948,15.59948,,-20.229,-20.093,14.41583,14.41583,,-21.38,-21.333,13.77747,13.77747,,-21.869,-21.837,13.3609,13.3609,,-22.208,-22.155,13.1458,13.1458,,-22.503,-22.414,S bc,S b,S cd,AB (A .. B),1,1,1,0.4247,9.44177,14.652,
IC0307,123,48.43840026855469,-0.24145999550819397,0.0252,0.0261,63.1,11.043,10.948,11.136,0.19307,1230000.0,1280000.0,15.58289,15.58289,,-20.235,-20.098,13.99692,13.99692,,-21.622,-21.58,13.18015,13.18015,,-22.279,-22.24,12.72575,12.72575,,-22.682,-22.632,12.41949,12.41949,,-23.028,-22.935,S ab,S a,S b,B (AB .. B),1,1,1,0.30299,64.26886,15.84,
UGC02628,124,49.13267135620117,-0.46814000606536865,0.0221,0.0227,55.81,10.417,10.309,10.524,0.02246,1280000.0,1530000.0,16.08095,16.08095,,-19.293,-19.16,14.67672,14.67672,,-20.54,-20.491,14.0148,14.0148,,-21.08,-21.045,13.62413,13.62413,,-21.441,-21.39,13.32624,13.32624,,-21.76,-21.668,S bc,S b,S c,AB (A .. B),1,1,1,0.28692,125.69773,16.632,
UGC02690,125,50.17892837524414,-1.1086399555206299,0.0203,0.021,46.87,10.079,9.965,10.209,4.6845,587000.0,560000.0,15.31539,15.31539,,-19.764,-19.615,14.3519,14.3519,,-20.696,-20.641,13.92539,13.92539,,-21.005,-20.981,13.52913,13.52913,,-21.271,-21.214,13.47412,13.47412,,-21.517,-21.429,S cd,S c,S d,AB (A .. B),1,1,1,0.40244,152.1743,15.444,
NGC1324,126,51.25701904296875,-5.745800018310547,0.0183,0.0189,60.41,11.15,11.06,11.247,0.58267,941000.0,673000.0,14.58856,14.58856,,-20.266,-20.137,13.01759,13.01759,,-21.71,-21.668,12.21226,12.21226,,-22.406,-22.37,11.77284,11.77284,,-22.823,-22.774,11.52013,11.52013,,-23.18,-23.085,S b,S a,S cd,A,1,1,1,0.26978,140.01997,28.512,
NGC1349,127,52.86463165283203,4.380899906158447,0.0214,0.022,45.1,10.928,10.794,11.058,4.8468,602000.0,707000.0,15.25527,15.25527,,-20.746,-20.519,13.84281,13.84281,,-21.928,-21.854,12.80891,12.80891,,-22.442,-22.388,12.60855,12.60855,,-22.803,-22.704,11.95752,11.95752,,-23.119,-22.972,E 6,E 0,E a,A,1,1,1,0.8891,40.04309,17.028,
NGC1361,128,53.57392883300781,-6.264999866485596,0.0171,0.0175,45.62,10.95,10.834,11.063,0.16025,318000.0,217000.0,15.41304,15.41304,,-19.37,-19.173,13.66053,13.66053,,-20.875,-20.798,12.841,12.841,,-21.605,-21.553,12.37205,12.37205,,-22.06,-21.997,12.04504,12.04504,,-22.458,-22.342,E 5,E 1,E 0,A,1,1,1,0.73755,42.80617,16.236,
MCG-01-10-015,129,54.66318130493164,-5.347350120544434,0.0134,0.0138,48.53,10.009,9.9,10.111,0.014501,185000.0,119000.0,15.74052,15.74052,,-18.398,-18.263,14.41698,14.41698,,-19.614,-19.564,13.81831,13.81831,,-20.127,-20.094,13.44574,13.44574,,-20.477,-20.427,13.15305,13.15305,,-20.793,-20.703,S c,S b,S d,AB (A .. AB),1,1,1,0.26969,74.31587,19.8,
MCG-01-10-019,130,55.179100036621094,-6.415160179138184,0.017,0.0175,53.59,10.211,10.103,10.317,0.068657,518000.0,354000.0,15.1711,15.1711,,-19.552,-19.415,13.92346,13.92346,,-20.651,-20.596,13.40039,13.40039,,-21.051,-21.023,13.11218,13.11218,,-21.352,-21.299,12.89109,12.89109,,-21.626,-21.541,S bc,S b,S c,AB (A .. AB),1,1,1,0.57977,11.50207,24.552,
NGC1542,131,64.30905151367188,4.7817301750183105,0.0121,0.0124,48.12,10.438,10.337,10.535,0.11409,134000.0,79400.0,16.10295,16.10295,,-18.689,-18.549,14.32949,14.32949,,-20.088,-20.042,13.40049,13.40049,,-20.744,-20.705,12.91902,12.91902,,-21.146,-21.097,12.45153,12.45153,,-21.498,-21.406,S ab,S 0,S c,AB (A .. AB),1,1,1,0.37996,128.05132,15.84,
