target_name,califaid,raj2000,dej2000,redshift,sdss_z,maj_axis,mstar,mstar_min,mstar_max,chi2,vmax_nocorr,vmax_denscorr,magu,err_magu,u_ext,abs_u_min,abs_u_max,magg,err_magg,g_ext,abs_g_min,abs_g_max,magr,err_magr,r_ext,abs_r_min,abs_r_max,magi,err_magi,i_ext,abs_i_min,abs_i_max,magz,err_magz,z_ext,abs_z_min,abs_z_max,hubtyp,minhubtyp,maxhubtyp,bar,flag_release_comb,flag_release_v1200,flag_release_v500,axis_ratio,position_angle,el_hlr,modmag_r
NGC5532,726,214.2206268310547,10.807419776916504,0.0269,0.0248,53.98,11.851,11.691,12.019,0.36802,1500000.0,1710000.0,13.71807,13.71807,,-21.84,-21.595,12.29663,12.29663,,-23.261,-23.187,11.44087,11.44087,,-23.965,-23.906,11.00265,11.00265,,-24.441,-24.311,9.9918,9.9918,,-24.849,-24.637,E 4 (m),E 1,E 0,A,0,0,1,0.75532,152.17136,24.552,
NGC5546,727,214.5384521484375,7.564549922943115,0.0267,0.0246,54.86,11.59,11.432,11.747,0.012858,1500000.0,1740000.0,14.45907,14.45907,,-21.252,-20.935,12.90024,12.90024,,-22.663,-22.538,12.04688,12.04688,,-23.334,-23.276,11.59883,11.59883,,-23.79,-23.692,11.26488,11.26488,,-24.191,-24.023,E 3,E 0,E 6,A,0,0,1,0.82502,21.39941,17.424,
IC0994,728,214.59429931640625,11.195159912109375,0.0269,0.0244,46.62,11.119,11.027,11.213,0.63631,916000.0,1080000.0,15.7371,15.7371,,-19.958,-19.824,14.0477,14.0477,,-21.456,-21.412,13.23112,13.23112,,-22.181,-22.141,12.80753,12.80753,,-22.616,-22.562,12.53269,12.53269,,-22.989,-22.89,S 0a,S 0,S a,A (A .. AB),0,0,1,0.54889,19.62358,8.712,
NGC5557,729,214.607177734375,36.493560791015625,0.0127,0.0108,68.63,11.282,11.118,11.439,0.37921,254000.0,145000.0,13.11752,13.11752,,-21.022,-20.674,11.36907,11.36907,,-22.335,-22.188,10.69255,10.69255,,-22.915,-22.854,10.46204,10.46204,,-23.324,-23.224,10.11252,10.11252,,-23.687,-23.528,E 4,E 0,E 0,A,0,0,1,0.84051,90.85246,24.552,
NGC5549,730,214.66171264648438,7.377339839935303,0.0279,0.0257,50.64,11.629,11.509,11.755,0.074206,1370000.0,1450000.0,14.93056,14.93056,,-20.926,-20.715,13.14934,13.14934,,-22.45,-22.367,12.27998,12.27998,,-23.194,-23.138,11.85745,11.85745,,-23.665,-23.598,11.47039,11.47039,,-24.077,-23.955,S 0,S 0,S 0,A,0,0,1,0.55571,117.59495,14.652,
UGC09165,731,214.69911193847656,24.94053077697754,0.0196,0.0176,45.58,10.674,10.571,10.779,0.037757,317000.0,217000.0,15.97064,15.97064,,-18.86,-18.723,14.45279,14.45279,,-20.325,-20.281,13.66185,13.66185,,-21.038,-21.0,13.22085,13.22085,,-21.479,-21.426,12.87933,12.87933,,-21.865,-21.755,S a,S a,S ab,A (A .. AB),0,0,1,0.24398,52.62253,17.82,
NGC5794,2780,223.9734649658203,49.72602081298828,0.0139,0.01399,42.76386,10.627,10.541,10.704,3.6869,,,15.86318,15.86318,0.09107,-18.367,-18.245,13.96672,13.96672,0.06701,-19.997,-19.928,13.17237,13.17237,0.0486,-20.746,-20.702,12.77151,12.77151,0.03685,-21.189,-21.138,12.52281,12.52281,0.02613,-21.575,-21.489,S 0a,S 0,S a,AB (A .. B),1,1,1,0.73,4.94,5.26894,13.06348
IC1078,2781,224.12094116210938,9.3545503616333,0.0287,0.02867,33.16524,10.645,10.548,10.753,2.9739,,,16.16892,16.16892,0.20928,-19.796,-19.669,14.43695,14.43695,0.15399,-21.217,-21.143,13.84001,13.84001,0.11169,-21.688,-21.659,13.55993,13.55993,0.08469,-22.021,-21.966,13.37676,13.37676,0.06005,-22.337,-22.251,S b,S a,S b,B (A .. B),1,1,1,0.77,178.63,13.2368,13.78947
NGC5580,734,215.4100341796875,35.20486068725586,0.0126,0.0109,54.85,10.798,10.677,10.913,0.21432,132000.0,75200.0,14.48398,14.48398,,-19.573,-19.359,12.77243,12.77243,,-20.972,-20.881,12.10105,12.10105,,-21.603,-21.55,11.7641,11.7641,,-22.011,-21.95,11.40604,11.40604,,-22.371,-22.267,E 2,E 0,E 0,A,0,0,1,0.87053,140.2329,15.048,
UGC09199,735,215.4995574951172,11.100130081176758,0.028,0.0258,46.93,10.685,10.588,10.792,0.18283,1090000.0,1150000.0,16.48901,16.48901,,-19.216,-19.085,15.01818,15.01818,,-20.626,-20.584,14.20754,14.20754,,-21.302,-21.262,13.81646,13.81646,,-21.715,-21.661,13.47186,13.47186,,-22.073,-21.971,S b,S a,S cd,AB (A .. B),0,0,1,0.18801,126.92548,14.256,
NGC5587,736,215.5446319580078,13.918060302734375,0.0095,0.0077,62.01,10.361,10.265,10.454,0.11676,67600.0,58100.0,14.71694,14.71694,,-18.538,-18.402,13.26024,13.26024,,-19.922,-19.876,12.54302,12.54302,,-20.574,-20.537,12.12742,12.12742,,-20.977,-20.93,11.87482,11.87482,,-21.322,-21.23,S a,S a,S ab,A (A .. B),0,0,1,0.33625,163.86807,17.82,
UGC09708,2785,226.63531494140625,9.449600219726562,0.0281,0.0281,28.53433,10.062,9.9392,10.176,4.0497,,,16.7518,16.7518,0.17371,-19.091,-18.967,15.22367,15.22367,0.12781,-20.343,-20.269,14.78917,14.78917,0.0927,-20.689,-20.66,14.57114,14.57114,0.07029,-20.969,-20.904,15.23985,15.23985,0.04984,-21.247,-21.138,S bc (m),S b,S cd,AB (A .. B),0,0,1,0.7,151.49,9.53644,14.80627
NGC5598,738,215.61782836914062,40.319820404052734,0.0201,0.0181,45.43,11.126,11.015,11.248,0.7901,346000.0,239000.0,15.27922,15.27922,,-19.668,-19.537,13.51028,13.51028,,-21.233,-21.182,12.72329,12.72329,,-21.977,-21.938,12.34132,12.34132,,-22.445,-22.381,11.42973,11.42973,,-22.861,-22.731,E 6,E 3,E 0,A,0,0,1,0.73182,49.07291,9.108,
NGC5611,739,216.0198974609375,33.047401428222656,0.0087,0.0063,47.17,10.347,10.253,10.435,0.85937,11300.0,13100.0,14.74222,14.74222,,-18.33,-18.2,13.13553,13.13553,,-19.781,-19.732,12.41204,12.41204,,-20.462,-20.424,12.0331,12.0331,,-20.868,-20.822,11.79977,11.79977,,-21.214,-21.133,S 0,E 6,E 0,A (A .. AB),0,0,1,0.44936,63.34679,7.92,
NGC5614,740,216.0316162109375,34.858848571777344,0.0149,0.013,61.95,11.298,11.186,11.406,1.7704,326000.0,200000.0,13.78017,13.78017,,-20.647,-20.434,12.06402,12.06402,,-22.085,-21.999,11.25294,11.25294,,-22.766,-22.712,10.85112,10.85112,,-23.182,-23.12,10.67699,10.67699,,-23.539,-23.441,S a (m),S a,S ab,A,1,1,1,0.94941,166.02576,18.612,
NGC5616,741,216.08624267578125,36.46141815185547,0.03,0.0285,47.27,11.134,11.032,11.241,0.068771,1510000.0,1660000.0,15.1819,15.1819,,-20.566,-20.431,13.74346,13.74346,,-21.921,-21.878,13.05901,13.05901,,-22.551,-22.511,12.65445,12.65445,,-22.951,-22.899,12.35584,12.35584,,-23.305,-23.202,S c,S b,S cd,AB (A .. B),0,0,1,0.17508,157.4923,26.136,
NGC5610,742,216.0955810546875,24.614120483398438,0.019,0.0169,69.41,10.712,10.605,10.815,0.22374,1030000.0,700000.0,14.66466,14.66466,,-20.095,-19.962,13.38049,13.38049,,-21.327,-21.277,12.75828,12.75828,,-21.86,-21.826,12.40946,12.40946,,-22.214,-22.163,12.1825,12.1825,,-22.524,-22.436,S b,S ab,S c,B,0,0,1,0.25047,92.53225,18.612,
NGC5622,743,216.5508270263672,48.56398010253906,0.0147,0.0129,48.99,10.238,10.133,10.34,0.75056,159000.0,97300.0,14.87952,14.87952,,-19.284,-19.15,13.71856,13.71856,,-20.429,-20.38,13.15322,13.15322,,-20.896,-20.867,12.82388,12.82388,,-21.224,-21.175,12.65334,12.65334,,-21.511,-21.426,S bc,S ab,S c,A,0,0,1,0.49506,-8.57705,18.216,
NGC5631,744,216.6387176513672,56.582611083984375,0.0083,0.0066,64.77,10.928,10.82,11.038,0.63984,48900.0,53700.0,13.56998,13.56998,,-19.566,-19.37,11.82137,11.82137,,-21.04,-20.962,11.06654,11.06654,,-21.739,-21.689,10.64216,10.64216,,-22.166,-22.107,10.38967,10.38967,,-22.537,-22.434,S 0,E 1,E 0,A,1,1,1,0.88917,138.22276,19.008,
UGC09253,745,216.7437744140625,31.517019271850586,0.0151,0.0131,63.13,9.9812,9.8771,10.089,1.634,360000.0,223000.0,15.36374,15.36374,,-18.807,-18.666,14.27855,14.27855,,-19.907,-19.857,13.76327,13.76327,,-20.343,-20.314,13.41699,13.41699,,-20.66,-20.607,13.28822,13.28822,,-20.938,-20.857,S c,S bc,S d,AB (A .. B),0,0,1,0.23879,45.76143,22.572,
NGC5623,746,216.78607177734375,33.25252914428711,0.0132,0.0113,56.71,10.849,10.738,10.957,0.96171,165000.0,94700.0,14.41965,14.41965,,-19.616,-19.464,12.74805,12.74805,,-21.052,-20.985,12.133,12.133,,-21.701,-21.656,11.66561,11.66561,,-22.115,-22.062,11.42809,11.42809,,-22.479,-22.381,E 7,E 6,E 0,A (A .. B),0,0,1,0.68454,20.87786,15.444,
NGC5929,2795,231.52569580078125,41.670650482177734,0.0083,0.0083,38.09646,10.269,10.21,10.352,12.313,,,15.89642,15.89642,0.12429,-17.258,-17.157,13.84743,13.84743,0.09145,-18.95,-18.901,13.04656,13.04656,0.06633,-19.742,-19.699,12.61194,12.61194,0.05029,-20.191,-20.148,12.46938,12.46938,0.03566,-20.579,-20.488,S b (M),E 4,E r,A (A .. AB),1,1,1,0.72,38.2,7.78149,13.02113
NGC5935,2796,232.06956481933594,42.94414138793945,0.018,0.01781,36.11386,10.738,10.657,10.835,1.7816,,,16.39919,16.39919,0.15297,-18.433,-18.302,14.51412,14.51412,0.11256,-20.075,-20.018,13.64031,13.64031,0.08163,-20.869,-20.827,13.20953,13.20953,0.0619,-21.347,-21.294,12.8972,12.8972,0.04389,-21.753,-21.653,S 0,E 7,E a,A,0,0,1,0.53,47.28,3.25829,13.54451
NGC5630,749,216.9025421142578,41.25775909423828,0.0108,0.0089,63.52,9.6696,9.5655,9.7843,1.5043,112000.0,77500.0,14.11068,14.11068,,-19.302,-19.16,13.26545,13.26545,,-20.158,-20.103,12.93402,12.93402,,-20.369,-20.35,12.78719,12.78719,,-20.584,-20.533,12.65041,12.65041,,-20.803,-20.726,S dm,S cd,S r,B (A .. B),1,1,1,0.3186,101.6876,22.572,
NGC5635,750,217.1322784423828,27.409000396728516,0.0164,0.0144,77.8,11.178,11.069,11.287,0.09527,899000.0,591000.0,14.37685,14.37685,,-20.171,-19.993,12.77619,12.77619,,-21.632,-21.568,11.97863,11.97863,,-22.336,-22.287,11.54647,11.54647,,-22.771,-22.71,11.2424,11.2424,,-23.149,-23.039,S a,S a,S ab,A,0,0,1,0.41958,64.06412,22.176,
UGC09291,751,217.15371704101562,38.999149322509766,0.0116,0.0096,63.79,10.267,10.068,10.457,0.17556,146000.0,88600.0,14.51343,14.51343,,-19.411,-18.925,13.07484,13.07484,,-20.516,-20.295,12.55972,12.55972,,-20.914,-20.86,12.21474,12.21474,,-21.27,-21.145,12.11942,12.11942,,-21.591,-21.398,S cd,S bc,S d,A (A .. B),0,0,1,0.52246,106.60156,37.62,
NGC5642,752,217.30618286132812,30.02644920349121,0.0164,0.0144,55.12,11.294,11.119,11.475,0.22962,315000.0,207000.0,14.55418,14.55418,,-20.206,-19.845,12.74224,12.74224,,-21.679,-21.531,11.81017,11.81017,,-22.388,-22.321,11.42768,11.42768,,-22.873,-22.759,11.13292,11.13292,,-23.297,-23.103,E 5,E 3,E 0,A,0,0,1,0.73941,120.87466,18.612,
NGC5954,2801,233.6459503173828,15.200079917907715,0.0065,0.0,3.89977,8.0921,7.9887,8.2119,8.2761,,,18.11027,18.11027,0.25196,-14.282,-14.117,17.24799,17.24799,0.18539,-15.275,-15.222,16.60072,16.60072,0.13446,-15.664,-15.637,16.44677,16.44677,0.10196,-15.962,-15.914,16.05252,16.05252,0.07229,-16.236,-16.157,S cd (M),S a,S m,A (A .. AB),1,1,1,0.95,31.1,0.71616,16.56791
NGC5657,754,217.681640625,29.18082046508789,0.0151,0.0131,63.43,10.284,10.179,10.386,0.48987,360000.0,222000.0,14.9205,14.9205,,-19.331,-19.199,13.6629,13.6629,,-20.506,-20.456,13.12777,13.12777,,-20.983,-20.953,12.77949,12.77949,,-21.317,-21.267,12.60535,12.60535,,-21.61,-21.522,S bc,S ab,S c,B,1,1,1,0.53181,181.7925,10.692,
NGC5659,755,217.7755584716797,25.35511016845703,0.017,0.015,58.91,10.517,10.423,10.618,0.24748,434000.0,289000.0,15.42261,15.42261,,-19.167,-19.028,14.04788,14.04788,,-20.494,-20.45,13.30706,13.30706,,-21.112,-21.076,12.92455,12.92455,,-21.498,-21.449,12.66023,12.66023,,-21.829,-21.737,S b,S a,S bc,A (A .. AB),0,0,1,0.29998,42.03587,19.008,
NGC5665,756,218.1072540283203,8.07863998413086,0.0091,0.0074,71.22,10.221,10.117,10.331,1.3461,92100.0,84800.0,13.50251,13.50251,,-19.628,-19.491,12.40911,12.40911,,-20.702,-20.647,11.87823,11.87823,,-21.097,-21.069,11.63797,11.63797,,-21.393,-21.342,11.45955,11.45955,,-21.662,-21.581,S c,S b,S d,AB (A .. B),0,0,1,0.83612,158.17732,18.216,
NGC5675,757,218.16600036621094,36.30223083496094,0.0152,0.0132,73.04,10.812,10.685,10.937,0.23359,572000.0,356000.0,14.4691,14.4691,,-19.928,-19.664,12.98737,12.98737,,-21.241,-21.137,12.27153,12.27153,,-21.828,-21.773,11.88113,11.88113,,-22.22,-22.145,11.66518,11.66518,,-22.558,-22.446,S a,S 0,S bc,AB (A .. AB),0,0,1,0.39085,135.29369,21.78,
NGC5682,758,218.68740844726562,48.670230865478516,0.0094,0.0076,68.08,9.4034,9.2875,9.5279,2.1402,86000.0,76000.0,15.18657,15.18657,,-18.142,-17.89,14.12531,14.12531,,-19.117,-19.007,13.61045,13.61045,,-19.393,-19.367,13.3968,13.3968,,-19.656,-19.591,13.33287,13.33287,,-19.901,-19.805,S cd,S c,S d,B,1,1,1,0.30997,123.52287,26.928,
NGC5687,759,218.7183380126953,54.47584915161133,0.0088,0.0072,78.99,10.913,10.757,11.076,0.106,117000.0,113000.0,14.01857,14.01857,,-19.219,-18.983,12.20909,12.20909,,-20.717,-20.635,11.49045,11.49045,,-21.445,-21.393,11.06757,11.06757,,-21.935,-21.819,10.45929,10.45929,,-22.36,-22.165,E 4,E 4,E 6,A,0,0,1,0.61197,101.06677,25.344,
NGC5689,760,218.87376403808594,48.74163818359375,0.009,0.0072,59.28,10.979,10.89,11.067,1.063,48800.0,47000.0,13.88705,13.88705,,-19.364,-19.227,12.21787,12.21787,,-20.903,-20.857,11.38887,11.38887,,-21.662,-21.625,10.89727,10.89727,,-22.118,-22.066,10.65057,10.65057,,-22.506,-22.408,E 6,E 4,E 0a,A,0,0,1,0.47435,90.54325,17.028,
NGC5684,761,218.958984375,36.54322814941406,0.0156,0.0137,55.74,10.955,10.8,11.111,0.22987,276000.0,176000.0,14.77737,14.77737,,-19.772,-19.445,13.08126,13.08126,,-21.17,-21.037,12.28494,12.28494,,-21.83,-21.767,11.86329,11.86329,,-22.274,-22.177,11.63302,11.63302,,-22.662,-22.499,E 3,E 1,E 4,A,0,0,1,0.72365,97.91075,17.82,
UGC09401,762,219.03857421875,21.793519973754883,0.0209,0.0188,52.32,11.119,11.029,11.205,6.2967,591000.0,420000.0,15.37369,15.37369,,-19.766,-19.634,13.71885,13.71885,,-21.285,-21.239,12.89948,12.89948,,-22.038,-22.003,12.30657,12.30657,,-22.496,-22.442,12.18992,12.18992,,-22.876,-22.776,S a,S a,S b,AB (A .. B),0,0,1,0.42181,82.65106,13.464,
NGC5714,763,219.54798889160156,46.63822937011719,0.0093,0.0075,52.0,10.065,9.9605,10.172,0.11354,37000.0,33000.0,14.97093,14.97093,,-18.176,-18.039,13.65198,13.65198,,-19.47,-19.422,12.98849,12.98849,,-20.051,-20.015,12.65083,12.65083,,-20.427,-20.38,12.32546,12.32546,,-20.759,-20.669,S b,S a,S bc,A (A .. AB),0,0,1,0.13489,81.93002,32.868,
NGC5720,764,219.638671875,50.81523895263672,0.0275,0.026,46.02,10.848,10.736,10.951,3.6826,1050000.0,1090000.0,14.57221,14.57221,,-20.766,-20.596,13.72295,13.72295,,-21.825,-21.778,13.11384,13.11384,,-22.294,-22.262,12.77732,12.77732,,-22.626,-22.57,12.55734,12.55734,,-22.918,-22.835,S bc,S b,S bc,B,1,1,1,0.65134,128.8354,16.632,
UGC09448,765,219.7464599609375,51.12068176269531,0.0092,0.0074,50.53,9.515,9.4126,9.619,0.57365,30600.0,28400.0,16.0798,16.0798,,-17.013,-16.872,14.87161,14.87161,,-18.251,-18.202,14.23344,14.23344,,-18.799,-18.765,13.87152,13.87152,,-19.161,-19.111,13.62972,13.62972,,-19.477,-19.389,S b,S a,S cd,A (A .. AB),0,0,1,0.16899,87.56817,18.612,
NGC5730,766,219.96734619140625,42.742340087890625,0.0103,0.0084,47.25,9.7084,9.6042,9.8216,1.3443,39200.0,29100.0,15.05421,15.05421,,-18.266,-18.126,14.03757,14.03757,,-19.333,-19.279,13.51226,13.51226,,-19.74,-19.713,13.23119,13.23119,,-20.046,-19.994,13.06966,13.06966,,-20.317,-20.236,S cd,S bc,S m,A (A .. AB),0,0,1,0.20368,90.11352,25.344,
NGC5731,767,220.03839111328125,42.7795295715332,0.0103,0.0084,55.97,9.3584,9.2579,9.465,1.4407,65100.0,48400.0,14.93518,14.93518,,-18.447,-18.312,14.01494,14.01494,,-19.337,-19.282,13.66872,13.66872,,-19.558,-19.538,13.53468,13.53468,,-19.778,-19.727,13.3557,13.3557,,-20.002,-19.925,S d,S c,S r,AB (A .. AB),0,0,1,0.31706,116.36232,13.86,
NGC5732,768,220.1623077392578,38.637821197509766,0.0144,0.0126,46.45,9.928,9.8274,10.033,1.122,123000.0,73900.0,15.05676,15.05676,,-19.048,-18.911,13.99046,13.99046,,-20.089,-20.037,13.50833,13.50833,,-20.459,-20.433,13.26109,13.26109,,-20.743,-20.693,13.13376,13.13376,,-21.006,-20.925,S bc,S a,S c,A,1,1,1,0.58388,39.96103,14.256,
UGC09476,769,220.38345336914062,44.51277160644531,0.0127,0.0109,50.38,10.207,10.103,10.314,0.46962,103000.0,59100.0,14.44407,14.44407,,-19.412,-19.275,13.28844,13.28844,,-20.523,-20.468,12.78017,12.78017,,-20.949,-20.921,12.47454,12.47454,,-21.262,-21.211,12.30249,12.30249,,-21.542,-21.459,S bc,S b,S c,A,1,1,1,0.63098,116.8908,21.78,
NGC5739,770,220.62045288085938,41.842350006103516,0.0198,0.0185,55.76,11.458,11.226,11.714,0.25815,683000.0,478000.0,14.24691,14.24691,,-20.887,-20.474,12.55867,12.55867,,-22.269,-22.144,11.64766,11.64766,,-22.97,-22.872,11.36337,11.36337,,-23.478,-23.261,10.78526,10.78526,,-23.907,-23.581,S 0a,S 0,S a,AB (A .. B),0,0,1,0.7684,36.70257,24.156,
NGC5735,771,220.6385040283203,28.726449966430664,0.0145,0.0125,52.4,10.384,10.279,10.493,0.95124,175000.0,104000.0,14.21344,14.21344,,-19.941,-19.794,13.05203,13.05203,,-21.041,-20.983,12.54456,12.54456,,-21.456,-21.427,12.24937,12.24937,,-21.763,-21.71,12.116,12.116,,-22.036,-21.952,S bc,S b,S cd,B,0,0,1,0.83077,87.26835,22.176,
UGC09492,772,221.05076599121094,7.949639797210693,0.0299,0.0277,58.48,11.213,11.121,11.313,1.2075,1260000.0,1380000.0,15.82466,15.82466,,-20.117,-19.987,14.07047,14.07047,,-21.641,-21.593,13.27323,13.27323,,-22.37,-22.332,12.83531,12.83531,,-22.812,-22.759,12.57417,12.57417,,-23.192,-23.093,S ab,S 0,S cd,AB (A .. B),0,0,1,0.51093,66.25216,11.88,
UGC09518,773,221.59060668945312,32.78022003173828,0.031,0.0291,47.77,11.524,11.396,11.644,0.51945,1480000.0,1620000.0,15.44911,15.44911,,-20.706,-20.502,13.41616,13.41616,,-22.265,-22.162,12.68034,12.68034,,-22.971,-22.917,12.27809,12.27809,,-23.433,-23.368,11.94046,11.94046,,-23.841,-23.727,E 6,E 3,E 0,A,0,0,1,0.73627,182.33652,11.484,
UGC09537,774,222.11148071289062,34.9980583190918,0.0313,0.0295,51.86,11.22,11.118,11.331,0.71907,1360000.0,1490000.0,15.25332,15.25332,,-20.587,-20.452,13.85392,13.85392,,-21.976,-21.933,13.0968,13.0968,,-22.642,-22.603,12.64853,12.64853,,-23.058,-23.003,12.36777,12.36777,,-23.417,-23.312,S b,S a,S c,A (A .. AB),1,1,1,0.24311,138.4977,20.196,
UGC09542,775,222.25494384765625,42.46392822265625,0.02,0.0183,54.76,10.316,10.207,10.416,0.97489,629000.0,437000.0,15.6826,15.6826,,-19.214,-19.079,14.36807,14.36807,,-20.441,-20.392,13.73553,13.73553,,-20.964,-20.93,13.42882,13.42882,,-21.31,-21.259,13.26024,13.26024,,-21.607,-21.518,S c,S bc,S cd,A (A .. AB),1,1,1,0.25535,32.18095,21.384,
UGC09539,776,222.27488708496094,22.19816017150879,0.0233,0.0212,47.45,10.804,10.706,10.906,0.25469,629000.0,629000.0,15.96865,15.96865,,-19.402,-19.274,14.32448,14.32448,,-20.856,-20.811,13.54895,13.54895,,-21.544,-21.505,13.16986,13.16986,,-21.961,-21.912,12.8335,12.8335,,-22.324,-22.23,S ab,S 0,S c,A (A .. B),0,0,1,0.3341,64.47281,5.94,
NGC5772,777,222.91201782226562,40.599159240722656,0.0182,0.0163,61.31,10.97,10.868,11.073,0.98666,626000.0,426000.0,14.34533,14.34533,,-20.28,-20.093,13.04927,13.04927,,-21.604,-21.542,12.26193,12.26193,,-22.223,-22.179,11.90542,11.90542,,-22.612,-22.552,11.67597,11.67597,,-22.942,-22.845,S ab,S a,S bc,A,0,0,1,0.56743,39.31782,19.404,
NGC5784,778,223.56854248046875,42.557899475097656,0.0197,0.0181,48.9,11.216,11.102,11.325,1.0013,432000.0,298000.0,14.48879,14.48879,,-20.538,-20.338,12.82464,12.82464,,-21.952,-21.874,12.08868,12.08868,,-22.615,-22.564,11.63869,11.63869,,-23.028,-22.967,11.43178,11.43178,,-23.385,-23.282,S 0,E 1,E 0,A,1,1,1,0.80741,58.68004,13.464,
UGC09598,779,223.7877655029297,43.818580627441406,0.0204,0.0186,55.31,10.513,10.412,10.612,1.017,687000.0,485000.0,15.53312,15.53312,,-19.388,-19.255,14.21288,14.21288,,-20.666,-20.62,13.55049,13.55049,,-21.242,-21.208,13.15155,13.15155,,-21.613,-21.561,12.97131,12.97131,,-21.928,-21.841,S bc,S b,S c,AB (A .. B),1,1,1,0.35193,120.7729,18.612,
NGC5797,780,224.10020446777344,49.696170806884766,0.015,0.0133,54.24,10.846,10.514,11.17,1.8786,235000.0,147000.0,14.57027,14.57027,,-20.608,-19.719,11.8466,11.8466,,-21.673,-21.277,11.0502,11.0502,,-22.129,-21.93,10.97487,10.97487,,-22.498,-22.28,11.60823,11.60823,,-22.864,-22.534,E 7,E 4,E 0,A,1,1,1,0.65393,110.19981,18.612,
IC1079,781,224.15066528320312,9.369739532470703,0.0311,0.0291,58.26,11.327,11.129,11.531,1.8159,1180000.0,1300000.0,15.11905,15.11905,,-21.511,-20.941,13.05711,13.05711,,-22.728,-22.443,12.25248,12.25248,,-23.211,-23.121,11.76954,11.76954,,-23.578,-23.493,11.93535,11.93535,,-23.932,-23.778,E 4,E 1,E 6,A,1,1,1,0.58456,82.54703,37.62,
UGC09629,782,224.29685974121094,52.34605026245117,0.0277,0.0261,50.94,11.111,11.018,11.209,0.8403,1470000.0,1530000.0,15.80299,15.80299,,-19.905,-19.772,14.12675,14.12675,,-21.402,-21.358,13.34118,13.34118,,-22.129,-22.091,12.8841,12.8841,,-22.571,-22.517,12.63136,12.63136,,-22.95,-22.849,E 7,E 4,E a,AB (A .. B),1,1,1,0.47192,153.61066,9.108,
UGC09665,783,225.38526916503906,48.319698333740234,0.0103,0.0085,56.89,9.9963,9.8947,10.1,0.23345,71200.0,52000.0,15.20579,15.20579,,-18.187,-18.047,13.95469,13.95469,,-19.435,-19.386,13.31255,13.31255,,-19.987,-19.952,12.95047,12.95047,,-20.351,-20.302,12.68878,12.68878,,-20.67,-20.58,S b,S b,S bc,A (A .. AB),1,1,1,0.22793,143.65643,18.612,
NGC5829,784,225.67501831054688,23.333620071411133,0.0209,0.0189,47.21,11.136,10.738,11.585,4.7778,442000.0,316000.0,14.64512,14.64512,,-20.434,-19.818,13.55938,13.55938,,-21.645,-21.556,12.52988,12.52988,,-22.436,-22.121,10.97617,10.97617,,-22.978,-22.444,12.5809,12.5809,,-23.427,-22.723,S c,S c,S cd,A,0,0,1,0.75814,95.74654,37.224,
UGC09711,785,226.6523895263672,9.438440322875977,0.0302,0.0278,59.74,11.028,10.96,11.14,26.623,1220000.0,1330000.0,17.04044,17.04044,,-19.176,-19.067,14.81713,14.81713,,-20.921,-20.782,14.02698,14.02698,,-21.574,-21.548,13.57418,13.57418,,-22.041,-21.971,13.58647,13.58647,,-22.45,-22.362,S ab,S a,S c,AB (A .. AB),0,0,1,0.29978,16.71474,13.464,
IC4534,786,226.67404174804688,23.64192008972168,0.0185,0.0163,47.22,10.925,10.844,11.014,1.4394,280000.0,190000.0,15.53425,15.53425,,-19.385,-19.25,13.86871,13.86871,,-20.902,-20.86,12.99452,12.99452,,-21.647,-21.61,12.53793,12.53793,,-22.086,-22.036,12.30682,12.30682,,-22.455,-22.36,S 0a,S 0,S a,B,0,0,1,0.44435,175.23128,13.464,
NGC6150B,2835,246.43527221679688,40.47555160522461,0.0318,0.03182,23.38123,10.727,10.632,10.826,0.51308,,,16.96035,16.96035,0.04221,-18.966,-18.831,15.34029,15.34029,0.03106,-20.456,-20.414,14.54107,14.54107,0.02253,-21.181,-21.144,14.11691,14.11691,0.01708,-21.621,-21.567,13.84274,13.84274,0.01211,-22.0,-21.895,S b,S a,S c,A (A .. AB),1,1,1,0.44,141.69,5.42385,14.5501
UGC09759,788,227.6713409423828,55.349281311035156,0.0131,0.0115,65.18,10.219,10.114,10.317,0.049915,265000.0,153000.0,15.74339,15.74339,,-18.194,-18.036,14.27078,14.27078,,-19.574,-19.519,13.57167,13.57167,,-20.218,-20.178,13.1675,13.1675,,-20.621,-20.567,12.89534,12.89534,,-20.971,-20.875,S ab,S a,S b,A (A .. AB),1,1,1,0.44524,51.16918,17.82,
NGC5888,789,228.2807159423828,41.26462936401367,0.0308,0.0291,45.08,11.206,11.117,11.289,4.6742,1390000.0,1520000.0,15.25402,15.25402,,-20.67,-20.537,13.69613,13.69613,,-22.076,-22.037,12.92759,12.92759,,-22.741,-22.705,12.52329,12.52329,,-23.133,-23.086,12.4265,12.4265,,-23.459,-23.383,S b,S a,S b,B,1,1,1,0.53621,157.67387,16.236,
UGC09777,790,228.56312561035156,20.478649139404297,0.0178,0.0157,48.99,10.308,10.201,10.413,0.033312,281000.0,190000.0,15.33546,15.33546,,-19.355,-19.217,14.15437,14.15437,,-20.503,-20.455,13.58479,13.58479,,-20.975,-20.947,13.22741,13.22741,,-21.311,-21.262,12.88958,12.88958,,-21.617,-21.526,S bc,S a,S c,A (A .. B),1,1,1,0.6005,144.92763,9.9,
